,RoundIndex,VoterID,Util1,Util2,Util3,NumVotes,NumberOfCandidates,Pref1,Pref2,Pref3,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,PointsPreVote,Vote,GameIndexInSession,SessionIDX,Action,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref3_pos,Pos1_pref,Pref2_pos,Pos2_pref,Pref1_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
545,686,A2HR7ZIX42FEPG,20,10,2,1006,3,3,1,2,334,336,335,11,3,18,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
546,687,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,3,2,329,347,330,0,2,11,1,3,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
547,688,A2HR7ZIX42FEPG,20,10,2,1007,3,3,2,1,318,353,335,10,3,19,1,1,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
548,689,A2HR7ZIX42FEPG,20,10,2,1007,3,2,1,3,290,409,307,20,2,20,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
549,690,A2HR7ZIX42FEPG,20,10,2,1007,3,1,3,2,329,347,330,2,1,21,1,1,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
550,691,A2HR7ZIX42FEPG,20,10,2,1007,3,1,3,2,325,341,340,2,1,22,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
551,692,A2HR7ZIX42FEPG,20,10,2,1007,3,3,1,2,269,378,359,2,3,23,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
552,693,A2HR7ZIX42FEPG,20,10,2,1007,3,2,1,3,313,365,328,20,2,24,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
553,694,A2HR7ZIX42FEPG,20,10,2,1007,3,3,1,2,329,347,330,2,3,25,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
554,695,A2HR7ZIX42FEPG,20,10,2,1007,3,1,3,2,323,343,340,2,1,26,1,1,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
555,696,A2HR7ZIX42FEPG,20,10,2,1007,3,1,2,3,215,565,226,10,2,27,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
556,697,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,1,2,318,353,335,0,2,12,1,3,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
557,698,A2HR7ZIX42FEPG,20,10,2,1007,3,1,3,2,333,338,335,2,1,28,1,1,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
558,699,A2HR7ZIX42FEPG,20,10,2,1007,3,1,2,3,318,353,335,10,2,29,1,2,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
559,700,A2HR7ZIX42FEPG,20,10,2,1006,3,1,3,2,334,336,335,2,1,30,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
560,701,A2HR7ZIX42FEPG,20,10,2,1007,3,3,2,1,215,565,226,10,2,31,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
561,702,A2HR7ZIX42FEPG,20,10,2,1007,3,1,2,3,290,409,307,10,2,32,1,2,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
562,703,bhRZU3NjyeqCxJu,20,4,0,1007,3,2,1,3,313,365,328,20,3,13,1,3,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
563,704,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,1,2,329,347,330,0,2,14,1,3,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
564,705,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,1,2,274,368,364,0,2,15,1,3,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
565,706,hSoUx17quv3acNj,20,10,0,1007,3,1,3,2,318,353,335,0,1,8,1,1,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
566,707,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,3,2,318,353,335,0,2,16,1,3,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
567,708,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,1,2,269,378,359,0,2,17,1,3,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
568,709,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,1,2,275,366,365,0,2,18,1,3,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
569,710,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,2,1,318,353,335,4,1,19,1,3,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
570,711,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,1,2,323,343,340,0,2,20,1,3,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
571,712,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,2,3,313,365,328,4,3,21,1,3,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
572,713,bhRZU3NjyeqCxJu,20,4,0,1007,3,2,1,3,290,409,307,20,3,22,1,3,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
573,714,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,3,2,333,338,335,0,2,23,1,3,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
574,715,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,2,1,290,409,307,4,1,24,1,3,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
575,716,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,3,2,274,368,364,0,2,25,1,3,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
576,717,hSoUx17quv3acNj,20,10,0,1007,3,1,3,2,329,347,330,0,3,9,1,2,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
577,718,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,2,1,325,341,340,4,1,26,1,3,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
578,719,bhRZU3NjyeqCxJu,20,4,0,1007,3,2,3,1,280,415,311,20,1,27,1,3,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
579,720,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,3,2,269,378,359,0,2,28,1,3,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
580,721,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,2,3,215,565,226,4,3,29,1,3,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
581,722,bhRZU3NjyeqCxJu,20,4,0,1007,3,3,2,1,215,565,226,4,1,30,1,3,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
582,723,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,2,3,325,341,340,2,3,31,1,3,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
583,724,bhRZU3NjyeqCxJu,20,4,0,1007,3,1,3,2,275,366,365,0,2,32,1,3,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
584,726,A1VUSW8L7VUX2O,20,10,-2,1007,3,1,3,2,275,366,365,-2,1,2,1,1,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
585,727,A1VUSW8L7VUX2O,20,10,-2,1007,3,3,1,2,323,343,340,-2,1,3,1,2,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
586,729,TbeTIyTIB0AKKH8,20,10,-2,1007,3,3,1,2,318,353,335,-2,3,10,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
587,730,A3N78JXMPKXEZG,20,10,0,1007,3,1,2,3,313,365,328,10,2,12,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
588,731,A2MISBKRBT4AUA,20,4,0,1007,3,3,2,1,215,565,226,4,2,16,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
589,732,A2MISBKRBT4AUA,20,4,0,1007,3,1,2,3,215,565,226,4,2,17,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
590,733,A2MISBKRBT4AUA,20,4,0,1007,3,3,1,2,275,366,365,10,3,18,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
591,734,A2MISBKRBT4AUA,20,4,0,1007,3,1,3,2,274,368,364,0,2,19,1,3,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
592,735,A2MISBKRBT4AUA,20,4,0,1007,3,1,2,3,325,341,340,4,1,20,1,1,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
593,736,A2MISBKRBT4AUA,20,4,0,1007,3,3,2,1,290,409,307,4,2,21,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
594,737,A2MISBKRBT4AUA,20,4,0,1007,3,1,2,3,290,409,307,4,1,22,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
595,738,A2MISBKRBT4AUA,20,4,0,1007,3,3,1,2,318,353,335,0,3,23,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
596,739,A2MISBKRBT4AUA,20,4,0,1007,3,1,2,3,313,365,328,4,2,24,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
597,740,A2MISBKRBT4AUA,20,4,0,1007,3,3,1,2,329,347,330,0,3,25,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
598,741,A19UDQQE13HAG8,20,16,0,1007,3,1,3,2,275,366,365,8,3,6,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
599,742,A2MISBKRBT4AUA,20,4,0,1007,3,3,1,2,325,341,340,10,3,26,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
600,743,A2MISBKRBT4AUA,20,4,0,1007,3,1,3,2,318,353,335,0,1,27,1,1,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
601,744,A2MISBKRBT4AUA,20,4,0,1007,3,1,2,3,318,353,335,4,2,28,1,2,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
602,745,A2MISBKRBT4AUA,20,4,0,1007,3,1,3,2,269,378,359,0,1,29,1,1,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
603,746,A2MISBKRBT4AUA,20,4,0,1007,3,2,3,1,301,371,334,20,2,30,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
604,747,A2MISBKRBT4AUA,20,4,0,1007,3,3,1,2,269,378,359,0,3,31,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
605,748,A2MISBKRBT4AUA,20,4,0,1007,3,3,1,2,274,368,364,0,3,32,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
606,750,g5C3U73bcvcLh1T,20,10,0,1007,3,1,3,2,269,378,359,0,3,2,1,2,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
607,751,g5C3U73bcvcLh1T,20,10,0,1007,3,1,2,3,313,365,328,10,2,3,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
608,752,A3T9OPOX78GYUI,20,16,0,1007,3,3,1,2,274,368,364,0,3,12,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
609,753,g5C3U73bcvcLh1T,20,10,0,1007,3,1,3,2,274,368,364,0,3,4,1,2,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
610,754,g5C3U73bcvcLh1T,20,10,0,1007,3,3,2,1,290,409,307,10,2,5,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
611,755,g5C3U73bcvcLh1T,20,10,0,1007,3,2,1,3,290,409,307,20,2,6,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
612,756,g5C3U73bcvcLh1T,20,10,0,1007,3,1,3,2,323,343,340,0,1,7,1,1,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
613,757,g5C3U73bcvcLh1T,20,10,0,1006,3,3,1,2,334,336,335,10,3,8,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
614,759,g5C3U73bcvcLh1T,20,10,0,1007,3,1,3,2,333,338,335,0,1,9,1,1,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
615,760,g5C3U73bcvcLh1T,20,10,0,1007,3,3,2,1,215,565,226,10,2,10,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
616,761,AG3JT2OA3W9Z1,20,10,-2,1007,3,3,1,2,269,378,359,-2,2,2,1,3,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
617,762,g5C3U73bcvcLh1T,20,10,0,1007,3,3,1,2,329,347,330,0,3,11,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
618,763,A3N78JXMPKXEZG,20,10,0,1007,3,1,3,2,323,343,340,0,2,13,1,3,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
619,764,AG3JT2OA3W9Z1,20,10,-2,1007,3,1,2,3,325,341,340,10,2,3,1,2,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
620,765,g5C3U73bcvcLh1T,20,10,0,1007,3,3,1,2,275,366,365,10,3,12,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
621,766,AG3JT2OA3W9Z1,20,10,-2,1007,3,3,1,2,318,353,335,-2,3,4,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
622,767,g5C3U73bcvcLh1T,20,10,0,1007,3,1,2,3,290,409,307,10,1,13,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
623,768,AG3JT2OA3W9Z1,20,10,-2,1006,3,3,1,2,334,336,335,-2,2,5,1,3,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
624,769,g5C3U73bcvcLh1T,20,10,0,1007,3,3,2,1,318,353,335,10,3,14,1,1,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
625,770,AG3JT2OA3W9Z1,20,10,-2,1007,3,1,2,3,215,565,226,10,2,6,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
626,771,g5C3U73bcvcLh1T,20,10,0,1007,3,1,2,3,318,353,335,10,1,15,1,1,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
627,772,AG3JT2OA3W9Z1,20,10,-2,1007,3,1,2,3,290,409,307,10,2,7,1,2,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
628,774,A19UDQQE13HAG8,20,16,0,1007,3,3,2,1,290,409,307,16,2,7,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
629,775,g5C3U73bcvcLh1T,20,10,0,1007,3,1,3,2,325,341,340,0,1,16,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
630,776,A18M3XSM9VAYDW,20,10,2,1007,3,2,1,3,290,409,307,20,2,2,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
631,777,AG3JT2OA3W9Z1,20,10,-2,1007,3,1,3,2,269,378,359,-2,3,8,1,2,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
632,778,g5C3U73bcvcLh1T,20,10,0,1007,3,1,3,2,329,347,330,0,3,17,1,2,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
633,779,A18M3XSM9VAYDW,20,10,2,1007,3,2,3,1,280,415,311,20,2,3,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
634,780,AG3JT2OA3W9Z1,20,10,-2,1007,3,1,3,2,333,338,335,-2,2,9,1,3,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
635,781,g5C3U73bcvcLh1T,20,10,0,1007,3,1,2,3,325,341,340,10,2,18,1,2,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
636,782,A18M3XSM9VAYDW,20,10,2,1007,3,1,2,3,318,353,335,10,1,4,1,1,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
