,RoundIndex,VoterID,Util1,Util2,Util3,NumberOfCandidates,NumVotes,Pref1,Pref2,Pref3,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,PointsPreVote,Vote,GameIndexInSession,SessionIDX,Action,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref3_pos,Pos1_pref,Pref1_pos,Pos2_pref,Pref2_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
0,5890,A1PKCBFB4QY19G,20,16,0,3,1007,3,1,2,274,368,364,0,3,29,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
1,5891,A1IN92CQSAJE9Z,20,4,0,3,1007,3,1,2,269,378,359,0,3,20,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2,5892,A1IN92CQSAJE9Z,20,4,0,3,1007,1,2,3,290,409,307,4,1,21,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
3,5893,A1IN92CQSAJE9Z,20,4,0,3,1007,2,1,3,313,365,328,20,2,22,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
4,5894,A1IN92CQSAJE9Z,20,4,0,3,1007,3,1,2,329,347,330,0,3,23,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
5,5895,A1IN92CQSAJE9Z,20,4,0,3,1007,1,3,2,325,341,340,0,1,24,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6,5896,A1IN92CQSAJE9Z,20,4,0,3,1007,1,2,3,323,343,340,4,1,25,1,1,323,343,340,343,340.0,323,3.0,17.0,20,-20,3,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,20,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
7,5897,A1IN92CQSAJE9Z,20,4,0,3,1007,3,1,2,274,368,364,0,3,26,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
8,5898,A1IN92CQSAJE9Z,20,4,0,3,1007,1,3,2,329,347,330,0,1,27,1,1,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
9,5899,A1IN92CQSAJE9Z,20,4,0,3,1007,3,2,1,318,353,335,4,3,28,1,1,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10,5900,A1IN92CQSAJE9Z,20,4,0,3,1007,1,2,3,313,365,328,4,1,29,1,1,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
11,5901,A1PKCBFB4QY19G,20,16,0,3,1007,3,2,1,323,343,340,16,3,30,1,1,340,343,323,343,340.0,323,3.0,17.0,20,-3,20,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,3,0,20,1.0,-2.0,-1.0,-1.0,0.0,-2.0
12,5902,A1IN92CQSAJE9Z,20,4,0,3,1007,3,1,2,323,343,340,0,3,30,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
13,5903,A1IN92CQSAJE9Z,20,4,0,3,1007,3,1,2,275,366,365,10,3,31,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
14,5904,A1IN92CQSAJE9Z,20,4,0,3,1007,1,3,2,318,353,335,0,1,32,1,1,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
15,5905,A1IN92CQSAJE9Z,20,4,0,3,1007,3,1,2,318,353,335,0,3,33,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
16,5907,A1IN92CQSAJE9Z,20,4,0,3,1007,3,2,1,215,565,226,4,3,34,1,1,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
17,5908,A1IN92CQSAJE9Z,20,4,0,3,1007,3,2,1,313,365,328,4,3,35,1,1,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
18,5909,A38XRCVYVF4A31,20,10,0,3,1007,1,3,2,275,366,365,0,2,2,1,3,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
19,5910,A1IN92CQSAJE9Z,20,4,0,3,1007,2,1,3,290,409,307,20,2,36,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
20,5911,A38XRCVYVF4A31,20,10,0,3,1006,3,1,2,334,336,335,10,3,3,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
21,5912,A38XRCVYVF4A31,20,10,0,3,1007,3,1,2,329,347,330,0,3,4,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
22,5913,A38XRCVYVF4A31,20,10,0,3,1007,2,1,3,290,409,307,20,2,5,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
23,5914,A38XRCVYVF4A31,20,10,0,3,1007,3,1,2,318,353,335,0,3,6,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
24,5915,A38XRCVYVF4A31,20,10,0,3,1007,3,1,2,274,368,364,0,2,7,1,3,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
25,5916,A38XRCVYVF4A31,20,10,0,3,1007,1,3,2,269,378,359,0,3,8,1,2,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
26,5917,A38XRCVYVF4A31,20,10,0,3,1007,1,2,3,318,353,335,10,3,9,1,3,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
27,5918,A38XRCVYVF4A31,20,10,0,3,1007,3,2,1,215,565,226,10,3,10,1,1,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
28,5919,A38XRCVYVF4A31,20,10,0,3,1007,1,3,2,323,343,340,0,1,11,1,1,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
29,5920,A38XRCVYVF4A31,20,10,0,3,1007,1,3,2,333,338,335,0,1,12,1,1,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
30,5921,A38XRCVYVF4A31,20,10,0,3,1007,3,2,1,313,365,328,10,3,13,1,1,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
31,5923,A38XRCVYVF4A31,20,10,0,3,1007,3,1,2,275,366,365,10,3,14,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
32,5924,A38XRCVYVF4A31,20,10,0,3,1007,1,2,3,215,565,226,10,1,15,1,1,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
33,5925,A38XRCVYVF4A31,20,10,0,3,1006,1,3,2,334,336,335,0,1,16,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
34,5926,A38XRCVYVF4A31,20,10,0,3,1007,3,1,2,325,341,340,10,3,17,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
35,5927,A38XRCVYVF4A31,20,10,0,3,1007,3,1,2,269,378,359,0,3,18,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
36,5928,A38XRCVYVF4A31,20,10,0,3,1007,3,2,1,318,353,335,10,3,19,1,1,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
37,5929,A38XRCVYVF4A31,20,10,0,3,1007,1,2,3,290,409,307,10,1,20,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
38,5930,A38XRCVYVF4A31,20,10,0,3,1007,1,3,2,329,347,330,0,1,21,1,1,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
39,5931,A38XRCVYVF4A31,20,10,0,3,1007,3,1,2,333,338,335,0,3,22,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
40,5932,A38XRCVYVF4A31,20,10,0,3,1007,2,3,1,280,415,311,20,2,23,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
41,5933,A3EVP37WK17IM3,20,16,0,3,1007,1,2,3,323,343,340,16,3,11,1,3,323,343,340,343,340.0,323,3.0,17.0,20,-20,3,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,20,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
42,5934,A38XRCVYVF4A31,20,10,0,3,1007,3,2,1,323,343,340,10,3,24,1,1,340,343,323,343,340.0,323,3.0,17.0,20,-3,20,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,3,0,20,1.0,-2.0,-1.0,-1.0,0.0,-2.0
43,5935,A38XRCVYVF4A31,20,10,0,3,1007,2,3,1,301,371,334,20,2,25,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
44,5936,A38XRCVYVF4A31,20,10,0,3,1007,1,2,3,325,341,340,10,1,26,1,1,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
45,5937,A38XRCVYVF4A31,20,10,0,3,1007,3,1,2,323,343,340,0,3,27,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
46,5938,A38XRCVYVF4A31,20,10,0,3,1007,3,2,1,290,409,307,10,3,28,1,1,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
47,5939,A38XRCVYVF4A31,20,10,0,3,1007,1,3,2,274,368,364,0,1,29,1,1,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
48,5940,A38XRCVYVF4A31,20,10,0,3,1007,1,2,3,323,343,340,10,1,30,1,1,323,343,340,343,340.0,323,3.0,17.0,20,-20,3,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,20,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
49,5941,A38XRCVYVF4A31,20,10,0,3,1007,3,2,1,322,344,340,10,3,31,1,1,340,344,322,344,340.0,322,4.0,18.0,22,-4,22,18,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,4,0,22,1.0,-2.0,-1.0,-1.0,0.0,-2.0
50,5943,A38XRCVYVF4A31,20,10,0,3,1007,3,2,1,325,341,340,15,3,32,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
51,5944,A1PKCBFB4QY19G,20,16,0,3,1007,1,3,2,333,338,335,0,1,31,1,1,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
52,5945,A38XRCVYVF4A31,20,10,0,3,1007,1,3,2,318,353,335,0,1,33,1,1,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
53,5946,A38XRCVYVF4A31,20,10,0,3,1007,1,2,3,313,365,328,10,1,34,1,1,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
54,5947,A38XRCVYVF4A31,20,10,0,3,1007,1,3,2,325,341,340,0,1,35,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
55,5948,A38XRCVYVF4A31,20,10,0,3,1007,1,2,3,322,344,340,10,1,36,1,1,322,344,340,344,340.0,322,4.0,18.0,22,-22,4,-18,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,22,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
56,5949,A1KR15K013K87M,20,10,0,3,1007,1,2,3,215,565,226,10,2,2,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
57,5950,A1KR15K013K87M,20,10,0,3,1007,2,1,3,313,365,328,20,2,3,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
58,5951,A1KR15K013K87M,20,10,0,3,1007,3,1,2,329,347,330,0,3,4,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
59,5952,A1KR15K013K87M,20,10,0,3,1007,1,3,2,275,366,365,5,3,5,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
60,5953,A1PKCBFB4QY19G,20,16,0,3,1007,1,3,2,269,378,359,0,1,32,1,1,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
61,5954,A1KR15K013K87M,20,10,0,3,1007,3,2,1,323,343,340,10,3,6,1,1,340,343,323,343,340.0,323,3.0,17.0,20,-3,20,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,3,0,20,1.0,-2.0,-1.0,-1.0,0.0,-2.0
62,5956,A1KR15K013K87M,20,10,0,3,1007,1,2,3,322,344,340,10,2,8,1,2,322,344,340,344,340.0,322,4.0,18.0,22,-22,4,-18,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,22,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
63,5957,A1KR15K013K87M,20,10,0,3,1006,3,1,2,334,336,335,10,3,9,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
64,5959,A1KR15K013K87M,20,10,0,3,1007,3,1,2,333,338,335,0,3,11,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
65,5960,A1PKCBFB4QY19G,20,16,0,3,1007,1,2,3,215,565,226,16,1,33,1,1,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
66,5961,A1KR15K013K87M,20,10,0,3,1007,1,2,3,313,365,328,10,1,12,1,1,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
67,5962,A1KR15K013K87M,20,10,0,3,1007,2,3,1,280,415,311,20,2,13,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
68,5966,A1KR15K013K87M,20,10,0,3,1007,3,1,2,323,343,340,0,3,16,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
69,5970,A8E99XNOTT390,20,4,0,3,1006,1,3,2,334,336,335,2,3,3,1,2,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
70,5976,A3EVP37WK17IM3,20,16,0,3,1007,3,1,2,323,343,340,0,2,12,1,3,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
71,5986,A1PKCBFB4QY19G,20,16,0,3,1007,1,2,3,290,409,307,16,1,34,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
72,5991,AQKB8JSBEMXK9,20,16,0,3,1007,3,1,2,274,368,364,0,3,2,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
73,5992,AQKB8JSBEMXK9,20,16,0,3,1007,3,1,2,323,343,340,0,3,3,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
74,5993,AQKB8JSBEMXK9,20,16,0,3,1007,3,2,1,313,365,328,16,2,4,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
75,5994,AQKB8JSBEMXK9,20,16,0,3,1007,1,2,3,290,409,307,16,2,5,1,2,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
76,5996,AQKB8JSBEMXK9,20,16,0,3,1007,1,2,3,325,341,340,16,2,6,1,2,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
77,5997,AQKB8JSBEMXK9,20,16,0,3,1007,1,2,3,323,343,340,16,2,7,1,2,323,343,340,343,340.0,323,3.0,17.0,20,-20,3,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,20,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
78,5998,AQKB8JSBEMXK9,20,16,0,3,1007,3,1,2,329,347,330,0,1,8,1,2,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
79,5999,AQKB8JSBEMXK9,20,16,0,3,1007,1,3,2,274,368,364,0,3,9,1,2,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
80,6000,AQKB8JSBEMXK9,20,16,0,3,1007,1,3,2,275,366,365,8,3,10,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
81,6001,AQKB8JSBEMXK9,20,16,0,3,1007,1,2,3,215,565,226,16,2,11,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
82,6002,AQKB8JSBEMXK9,20,16,0,3,1007,3,2,1,215,565,226,16,2,12,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
83,6003,AQKB8JSBEMXK9,20,16,0,3,1007,2,3,1,301,371,334,20,2,13,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
84,6004,AQKB8JSBEMXK9,20,16,0,3,1007,3,2,1,318,353,335,16,2,14,1,2,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
85,6005,AQKB8JSBEMXK9,20,16,0,3,1007,1,2,3,313,365,328,16,1,15,1,1,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
86,6006,A1PKCBFB4QY19G,20,16,0,3,1007,3,1,2,325,341,340,10,3,35,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
87,6007,AQKB8JSBEMXK9,20,16,0,3,1007,1,3,2,325,341,340,8,3,16,1,2,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
88,6008,AQKB8JSBEMXK9,20,16,0,3,1007,3,2,1,325,341,340,18,3,17,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
89,6009,AQKB8JSBEMXK9,20,16,0,3,1007,3,1,2,275,366,365,10,3,18,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
90,6010,AQKB8JSBEMXK9,20,16,0,3,1007,1,3,2,329,347,330,0,1,19,1,1,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
91,6011,AQKB8JSBEMXK9,20,16,0,3,1007,2,1,3,313,365,328,20,2,20,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
