,RoundIndex,VoterID,Util1,Util2,Util3,NumberOfCandidates,NumVotes,Pref1,Pref2,Pref3,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,PointsPreVote,Vote,GameIndexInSession,SessionIDX,Action,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref3_pos,Pos1_pref,Pref1_pos,Pos2_pref,Pref2_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
2390,8558,A2NY4882G47O1C,20,10,0,3,1007,3,2,1,318,353,335,10,2,24,1,2,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2391,8559,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,2,3,1,280,415,311,20,2,23,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2392,8560,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,3,2,1,322,344,340,10,3,24,1,1,340,344,322,344,340.0,322,4.0,18.0,22,-4,22,18,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,4,0,22,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2393,8561,nDIm6AQs2rRYGp1,20,10,0,3,1007,1,3,2,275,366,365,5,3,28,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2394,8562,A2NY4882G47O1C,20,10,0,3,1007,1,3,2,269,378,359,0,1,25,1,1,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2395,8563,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,2,3,1,301,371,334,20,2,25,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2396,8564,A2NY4882G47O1C,20,10,0,3,1006,3,1,2,334,336,335,10,3,26,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2397,8565,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,3,2,1,313,365,328,10,2,26,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2398,8566,A2NY4882G47O1C,20,10,0,3,1007,2,3,1,301,371,334,20,2,27,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2399,8567,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,3,1,2,329,347,330,0,1,27,1,2,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2400,8568,A2NY4882G47O1C,20,10,0,3,1007,1,3,2,318,353,335,0,2,28,1,3,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2401,8569,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,1,3,2,269,378,359,0,2,28,1,3,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2402,8570,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,3,2,1,323,343,340,10,2,29,1,2,340,343,323,343,340.0,323,3.0,17.0,20,-3,20,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,3,0,20,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2403,8571,A2NY4882G47O1C,20,10,0,3,1007,2,1,3,313,365,328,20,2,29,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2404,8572,A39LCA9B4WIJQD,20,10,0,3,1007,3,1,2,329,347,330,0,1,14,1,2,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2405,8573,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,3,2,1,325,341,340,10,2,30,1,2,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2406,8574,A2NY4882G47O1C,20,10,0,3,1007,1,3,2,274,368,364,0,3,30,1,2,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2407,8575,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,2,1,3,290,409,307,20,2,31,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2408,8576,A2NY4882G47O1C,20,10,0,3,1007,1,3,2,323,343,340,0,2,31,1,3,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2409,8577,A1JFKQ3Y2LW4YZ,20,10,0,3,1006,1,3,2,334,336,335,5,3,32,1,2,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2410,8578,A2NY4882G47O1C,20,10,0,3,1007,1,3,2,329,347,330,0,2,32,1,3,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2411,8579,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,1,2,3,322,344,340,10,2,33,1,2,322,344,340,344,340.0,322,4.0,18.0,22,-22,4,-18,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,22,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
2412,8580,A2NY4882G47O1C,20,10,0,3,1007,3,1,2,269,378,359,0,2,33,1,3,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2413,8581,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,3,1,2,333,338,335,0,2,34,1,3,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2414,8582,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,1,3,2,325,341,340,0,2,35,1,3,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2415,8583,A2SA1GVUZ3GBTU,20,10,0,3,1007,1,3,2,323,343,340,0,1,10,1,1,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2416,8584,A2NY4882G47O1C,20,10,0,3,1007,3,1,2,329,347,330,0,3,34,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2417,8585,A2NY4882G47O1C,20,10,0,3,1007,1,3,2,275,366,365,5,3,35,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2418,8586,A1JFKQ3Y2LW4YZ,20,10,0,3,1007,3,1,2,274,368,364,0,3,36,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2419,8587,A2NY4882G47O1C,20,10,0,3,1007,3,1,2,318,353,335,0,2,36,1,3,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2420,8589,A35WGCE0QJ5UT5,20,10,0,3,1007,1,2,3,325,341,340,10,2,2,1,2,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
2421,8590,A35WGCE0QJ5UT5,20,10,0,3,1007,3,2,1,290,409,307,10,2,3,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2422,8591,A35WGCE0QJ5UT5,20,10,0,3,1007,3,2,1,325,341,340,10,2,4,1,2,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2423,8592,A35WGCE0QJ5UT5,20,10,0,3,1007,2,1,3,313,365,328,20,2,5,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2424,8593,A35WGCE0QJ5UT5,20,10,0,3,1007,1,2,3,290,409,307,10,2,6,1,2,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
2425,8594,ARZV0T1MCI22L,20,10,0,3,1007,1,3,2,274,368,364,0,2,9,1,3,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2426,8595,A35WGCE0QJ5UT5,20,10,0,3,1007,3,1,2,323,343,340,0,2,7,1,3,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2427,8596,A35WGCE0QJ5UT5,20,10,0,3,1007,2,3,1,280,415,311,20,2,8,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2428,8597,A35WGCE0QJ5UT5,20,10,0,3,1007,3,2,1,322,344,340,10,2,9,1,2,340,344,322,344,340.0,322,4.0,18.0,22,-4,22,18,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,4,0,22,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2429,8598,A35WGCE0QJ5UT5,20,10,0,3,1007,1,3,2,333,338,335,0,2,10,1,3,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2430,8599,A35WGCE0QJ5UT5,20,10,0,3,1007,1,3,2,275,366,365,5,3,11,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2431,8600,A35WGCE0QJ5UT5,20,10,0,3,1007,3,2,1,313,365,328,10,2,12,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2432,8601,A35WGCE0QJ5UT5,20,10,0,3,1007,3,1,2,318,353,335,0,2,13,1,3,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2433,8602,A35WGCE0QJ5UT5,20,10,0,3,1007,1,3,2,274,368,364,0,2,14,1,3,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2434,8603,A35WGCE0QJ5UT5,20,10,0,3,1007,1,2,3,323,343,340,10,2,15,1,2,323,343,340,343,340.0,323,3.0,17.0,20,-20,3,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,20,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
2435,8604,A35WGCE0QJ5UT5,20,10,0,3,1007,3,2,1,323,343,340,10,2,16,1,2,340,343,323,343,340.0,323,3.0,17.0,20,-3,20,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,3,0,20,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2436,8605,nDIm6AQs2rRYGp1,20,10,0,3,1006,3,1,2,334,336,335,10,3,29,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2437,8606,A35WGCE0QJ5UT5,20,10,0,3,1007,1,2,3,318,353,335,10,3,17,1,3,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
2438,8607,A35WGCE0QJ5UT5,20,10,0,3,1007,3,1,2,275,366,365,10,3,18,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2439,8608,A35WGCE0QJ5UT5,20,10,0,3,1007,3,2,1,215,565,226,10,2,19,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2440,8609,A35WGCE0QJ5UT5,20,10,0,3,1007,3,1,2,269,378,359,0,3,20,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2441,8610,A35WGCE0QJ5UT5,20,10,0,3,1007,1,2,3,313,365,328,10,1,21,1,1,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
2442,8611,A35WGCE0QJ5UT5,20,10,0,3,1007,3,1,2,325,341,340,10,3,22,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2443,8612,A35WGCE0QJ5UT5,20,10,0,3,1007,1,3,2,323,343,340,0,3,23,1,2,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2444,8613,A35WGCE0QJ5UT5,20,10,0,3,1007,3,1,2,274,368,364,0,3,24,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2445,8614,A35WGCE0QJ5UT5,20,10,0,3,1007,2,1,3,290,409,307,20,2,25,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2446,8616,A3FXVNZ5VG98IP,20,10,0,3,1007,1,2,3,322,344,340,10,2,27,1,2,322,344,340,344,340.0,322,4.0,18.0,22,-22,4,-18,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,22,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
2447,8617,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,1,2,329,347,330,0,1,2,1,2,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2448,8618,jc93zK9Tz2Dk8iD,20,10,0,3,1007,1,3,2,269,378,359,0,2,3,1,3,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2449,8619,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,2,1,323,343,340,10,2,4,1,2,340,343,323,343,340.0,323,3.0,17.0,20,-3,20,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,3,0,20,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2450,8620,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,2,1,325,341,340,15,3,5,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2451,8621,jc93zK9Tz2Dk8iD,20,10,0,3,1007,1,3,2,318,353,335,0,3,6,1,2,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2452,8622,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,1,2,323,343,340,0,3,7,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2453,8623,jc93zK9Tz2Dk8iD,20,10,0,3,1007,1,3,2,275,366,365,0,1,8,1,1,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2454,8624,jc93zK9Tz2Dk8iD,20,10,0,3,1007,1,2,3,322,344,340,10,1,9,1,1,322,344,340,344,340.0,322,4.0,18.0,22,-22,4,-18,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,22,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
2455,8625,jc93zK9Tz2Dk8iD,20,10,0,3,1007,1,3,2,333,338,335,0,1,10,1,1,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2456,8626,A3R21KIGJQ4A51,20,10,0,3,1007,3,2,1,323,343,340,10,3,8,1,1,340,343,323,343,340.0,323,3.0,17.0,20,-3,20,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,3,0,20,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2457,8627,jc93zK9Tz2Dk8iD,20,10,0,3,1007,1,3,2,323,343,340,0,1,11,1,1,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2458,8628,jc93zK9Tz2Dk8iD,20,10,0,3,1007,2,3,1,280,415,311,20,2,12,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2459,8629,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,1,2,325,341,340,10,3,13,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2460,8630,jc93zK9Tz2Dk8iD,20,10,0,3,1007,2,1,3,290,409,307,20,2,14,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2461,8631,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,2,1,313,365,328,10,3,15,1,1,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2462,8632,jc93zK9Tz2Dk8iD,20,10,0,3,1007,2,3,1,301,371,334,20,2,16,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,1.0,2.0,2.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2463,8633,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,2,1,322,344,340,10,2,17,1,2,340,344,322,344,340.0,322,4.0,18.0,22,-4,22,18,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,4,0,22,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2464,8634,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,2,1,290,409,307,10,2,18,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2465,8635,jc93zK9Tz2Dk8iD,20,10,0,3,1007,1,2,3,318,353,335,10,2,19,1,2,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
2466,8636,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,2,1,215,565,226,10,2,20,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2467,8638,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,1,2,318,353,335,0,3,21,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2468,8639,jc93zK9Tz2Dk8iD,20,10,0,3,1007,1,3,2,329,347,330,0,2,22,1,3,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2469,8641,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,1,2,275,366,365,0,1,23,1,2,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2470,8642,jc93zK9Tz2Dk8iD,20,10,0,3,1006,3,1,2,334,336,335,10,3,24,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2471,8643,jc93zK9Tz2Dk8iD,20,10,0,3,1007,1,3,2,325,341,340,0,1,25,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2472,8644,jc93zK9Tz2Dk8iD,20,10,0,3,1007,1,3,2,274,368,364,0,1,26,1,1,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2473,8645,jc93zK9Tz2Dk8iD,20,10,0,3,1007,1,2,3,325,341,340,10,1,27,1,1,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
2474,8646,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,1,2,333,338,335,0,3,28,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,2.0,1.0,3.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2475,8647,jc93zK9Tz2Dk8iD,20,10,0,3,1006,1,3,2,334,336,335,0,1,29,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2476,8648,nDIm6AQs2rRYGp1,20,10,0,3,1007,2,1,3,290,409,307,20,1,30,1,2,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,1.0,3.0,3.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2477,8649,jc93zK9Tz2Dk8iD,20,10,0,3,1007,3,2,1,318,353,335,10,2,30,1,2,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,2.0,1.0,1.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2478,8651,0FvLubAz8D4awch,20,10,0,3,1007,1,2,3,290,409,307,10,2,2,1,2,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,3.0,3.0,1.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
2479,8652,0FvLubAz8D4awch,20,10,0,3,1007,1,3,2,325,341,340,0,2,3,1,3,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,3.0,2.0,2.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
