,NumberOfCandidates,Util1,Util2,Util3,NumVotes,GameIndexInSession,SessionIDX,VoterID,Pref1,Pref2,Pref3,Action,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,RoundIndex,Vote,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref1_pos,Pos1_pref,Pref2_pos,Pos2_pref,Pref3_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
0,3,20,10,0,103,15,1,KNS6Tu,1,2,3,1,34,34,34,1,1,34,34,34,34,34.0,34,0.0,0.0,0,0,0,0,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
1,3,20,10,0,103,16,1,KNS6Tu,1,2,3,1,35,34,33,2,1,35,34,33,35,34.0,33,1.0,1.0,2,1,1,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2,3,20,10,0,103,17,1,KNS6Tu,1,3,2,1,35,34,33,3,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3,3,20,10,0,103,18,1,KNS6Tu,3,1,2,1,36,34,32,4,2,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
4,3,20,10,0,103,19,1,KNS6Tu,2,3,1,1,35,33,34,5,3,33,34,35,35,34.0,33,1.0,1.0,2,-1,-1,-2,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
5,3,20,10,0,103,0,1,9CmLdA,3,2,1,2,36,34,32,6,2,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
6,3,20,10,0,103,1,1,9CmLdA,3,1,2,3,38,35,29,7,1,29,38,35,38,35.0,29,3.0,6.0,9,-9,3,-6,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,9,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
7,3,20,10,0,103,2,1,9CmLdA,3,1,2,1,37,34,31,8,2,31,37,34,37,34.0,31,3.0,3.0,6,-6,3,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
8,3,20,10,0,103,3,1,9CmLdA,1,2,3,2,36,34,32,9,2,36,34,32,36,34.0,32,2.0,2.0,4,2,2,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
9,3,20,10,0,103,6,1,GdSUrg,1,3,2,1,36,35,31,10,1,36,31,35,36,35.0,31,1.0,4.0,5,5,-4,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,5,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10,3,20,10,0,103,4,1,9CmLdA,1,3,2,1,36,35,31,11,1,36,31,35,36,35.0,31,1.0,4.0,5,5,-4,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,5,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
11,3,20,10,0,103,5,1,9CmLdA,3,2,1,3,37,35,30,12,1,30,35,37,37,35.0,30,2.0,5.0,7,-5,-2,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
12,3,20,10,0,103,6,1,9CmLdA,1,2,3,1,37,35,30,13,1,37,35,30,37,35.0,30,2.0,5.0,7,2,5,7,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
13,3,20,10,0,103,7,1,9CmLdA,1,3,2,1,35,34,33,14,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
14,3,20,10,0,103,8,1,9CmLdA,2,1,3,1,36,34,32,15,2,34,36,32,36,34.0,32,2.0,2.0,4,-2,4,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
15,3,20,10,0,103,9,1,9CmLdA,1,2,3,1,34,34,34,16,1,34,34,34,34,34.0,34,0.0,0.0,0,0,0,0,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
16,3,20,10,0,103,10,1,9CmLdA,3,1,2,1,36,34,32,17,2,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
17,3,20,10,0,103,11,1,9CmLdA,2,1,3,1,36,33,33,18,2,33,36,33,36,33.0,33,3.0,0.0,3,-3,3,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
18,3,20,10,0,103,12,1,9CmLdA,2,3,1,1,35,33,34,19,3,33,34,35,35,34.0,33,1.0,1.0,2,-1,-1,-2,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
19,3,20,10,0,103,13,1,9CmLdA,3,1,2,1,35,34,33,20,2,33,35,34,35,34.0,33,1.0,1.0,2,-2,1,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
20,3,20,10,0,103,7,1,GdSUrg,3,1,2,1,36,34,32,21,2,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
21,3,20,10,0,103,14,1,9CmLdA,3,2,1,1,36,35,31,22,3,31,35,36,36,35.0,31,1.0,4.0,5,-4,-1,-5,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,5,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
22,3,20,10,0,103,15,1,9CmLdA,1,3,2,1,35,34,33,23,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
23,3,20,10,0,103,0,1,AjrH44,3,1,2,2,37,34,31,24,3,31,37,34,37,34.0,31,3.0,3.0,6,-6,3,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
24,3,20,10,0,103,16,1,9CmLdA,3,2,1,1,36,34,32,25,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
25,3,20,10,0,103,17,1,9CmLdA,3,2,1,1,36,34,32,26,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
26,3,20,10,0,103,18,1,9CmLdA,1,2,3,1,35,34,33,27,1,35,34,33,35,34.0,33,1.0,1.0,2,1,1,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
27,3,20,10,0,103,1,1,AjrH44,1,2,3,1,37,35,30,28,1,37,35,30,37,35.0,30,2.0,5.0,7,2,5,7,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
28,3,20,10,0,103,19,1,9CmLdA,1,3,2,1,35,34,33,29,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
29,3,20,10,0,103,2,1,AjrH44,1,2,3,1,35,34,33,30,1,35,34,33,35,34.0,33,1.0,1.0,2,1,1,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
30,3,20,10,0,103,3,1,AjrH44,1,3,2,1,35,34,33,31,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
31,3,20,10,0,103,3,1,4qQ7Ac,1,2,3,1,34,34,34,32,1,34,34,34,34,34.0,34,0.0,0.0,0,0,0,0,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
32,3,20,10,0,103,4,1,AjrH44,1,2,3,1,34,34,34,33,1,34,34,34,34,34.0,34,0.0,0.0,0,0,0,0,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
33,3,20,10,0,103,5,1,AjrH44,2,3,1,2,35,33,34,34,1,33,34,35,35,34.0,33,1.0,1.0,2,-1,-1,-2,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
34,3,20,10,0,103,6,1,AjrH44,3,1,2,1,35,34,33,35,2,33,35,34,35,34.0,33,1.0,1.0,2,-2,1,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
35,3,20,10,0,103,7,1,AjrH44,3,1,2,2,36,34,32,36,3,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
36,3,20,10,0,103,8,1,AjrH44,1,2,3,1,36,34,32,37,1,36,34,32,36,34.0,32,2.0,2.0,4,2,2,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
37,3,20,10,0,103,9,1,AjrH44,1,3,2,1,36,35,31,38,1,36,31,35,36,35.0,31,1.0,4.0,5,5,-4,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,5,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
38,3,20,10,0,103,10,1,AjrH44,1,3,2,1,35,34,33,39,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
39,3,20,10,0,103,11,1,AjrH44,2,1,3,1,36,33,33,40,2,33,36,33,36,33.0,33,3.0,0.0,3,-3,3,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
40,3,20,10,0,103,12,1,AjrH44,3,2,1,1,36,34,32,41,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
41,3,20,10,0,103,13,1,AjrH44,3,2,1,2,36,35,31,42,2,31,35,36,36,35.0,31,1.0,4.0,5,-4,-1,-5,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,5,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
42,3,20,10,0,103,8,1,GdSUrg,2,1,3,2,36,33,33,43,1,33,36,33,36,33.0,33,3.0,0.0,3,-3,3,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
43,3,20,10,0,103,14,1,AjrH44,3,2,1,2,36,34,32,44,2,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
44,3,20,10,0,103,15,1,AjrH44,3,2,1,2,37,35,30,45,2,30,35,37,37,35.0,30,2.0,5.0,7,-5,-2,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
45,3,20,10,0,103,16,1,AjrH44,3,1,2,2,38,35,29,46,3,29,38,35,38,35.0,29,3.0,6.0,9,-9,3,-6,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,9,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
46,3,20,10,0,103,17,1,AjrH44,2,1,3,1,36,34,32,47,2,34,36,32,36,34.0,32,2.0,2.0,4,-2,4,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
47,3,20,10,0,103,18,1,AjrH44,1,3,2,1,35,34,33,48,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
48,3,20,10,0,103,19,1,AjrH44,3,2,1,2,36,34,32,49,2,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
49,3,20,10,0,103,0,1,AGpTut,3,2,1,1,37,35,30,50,3,30,35,37,37,35.0,30,2.0,5.0,7,-5,-2,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
50,3,20,10,0,103,1,1,AGpTut,1,3,2,1,35,34,33,51,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
51,3,20,10,0,103,2,1,AGpTut,3,2,1,2,36,35,31,52,2,31,35,36,36,35.0,31,1.0,4.0,5,-4,-1,-5,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,5,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
52,3,20,10,0,103,3,1,AGpTut,3,1,2,1,35,34,33,53,2,33,35,34,35,34.0,33,1.0,1.0,2,-2,1,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
53,3,20,10,0,103,9,1,GdSUrg,3,2,1,1,36,34,32,54,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
54,3,20,10,0,103,4,1,AGpTut,1,2,3,1,34,34,34,55,1,34,34,34,34,34.0,34,0.0,0.0,0,0,0,0,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
55,3,20,10,0,103,5,1,AGpTut,3,1,2,1,37,34,31,56,2,31,37,34,37,34.0,31,3.0,3.0,6,-6,3,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
56,3,20,10,0,103,6,1,AGpTut,1,2,3,1,37,35,30,57,1,37,35,30,37,35.0,30,2.0,5.0,7,2,5,7,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
57,3,20,10,0,103,7,1,AGpTut,1,2,3,1,36,34,32,58,1,36,34,32,36,34.0,32,2.0,2.0,4,2,2,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
58,3,20,10,0,103,8,1,AGpTut,1,3,2,1,35,34,33,59,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
59,3,20,10,0,103,9,1,AGpTut,3,1,2,2,38,35,29,60,3,29,38,35,38,35.0,29,3.0,6.0,9,-9,3,-6,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,9,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
60,3,20,10,0,103,10,1,AGpTut,3,2,1,1,36,34,32,61,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
61,3,20,10,0,103,11,1,AGpTut,3,2,1,1,36,34,32,62,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
62,3,20,10,0,103,12,1,AGpTut,3,2,1,1,36,34,32,63,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
63,3,20,10,0,103,13,1,AGpTut,2,1,3,1,36,34,32,64,2,34,36,32,36,34.0,32,2.0,2.0,4,-2,4,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
64,3,20,10,0,103,10,1,GdSUrg,1,3,2,1,35,34,33,65,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
65,3,20,10,0,103,14,1,AGpTut,1,2,3,1,35,34,33,66,1,35,34,33,35,34.0,33,1.0,1.0,2,1,1,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
66,3,20,10,0,103,15,1,AGpTut,3,1,2,1,36,34,32,67,2,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
67,3,20,10,0,103,16,1,AGpTut,2,3,1,1,35,33,34,68,3,33,34,35,35,34.0,33,1.0,1.0,2,-1,-1,-2,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
68,3,20,10,0,103,17,1,AGpTut,1,3,2,1,36,35,31,69,1,36,31,35,36,35.0,31,1.0,4.0,5,5,-4,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,5,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
69,3,20,10,0,103,18,1,AGpTut,2,1,3,1,36,33,33,70,2,33,36,33,36,33.0,33,3.0,0.0,3,-3,3,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
70,3,20,10,0,103,19,1,AGpTut,1,3,2,1,35,34,33,71,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
71,3,20,10,0,103,0,1,E2uFwj,1,2,3,1,35,34,33,72,1,35,34,33,35,34.0,33,1.0,1.0,2,1,1,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
72,3,20,10,0,103,1,1,E2uFwj,3,1,2,2,37,34,31,73,3,31,37,34,37,34.0,31,3.0,3.0,6,-6,3,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
73,3,20,10,0,103,2,1,E2uFwj,1,3,2,1,35,34,33,74,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
74,3,20,10,0,103,3,1,E2uFwj,1,2,3,1,34,34,34,75,1,34,34,34,34,34.0,34,0.0,0.0,0,0,0,0,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
75,3,20,10,0,103,11,1,GdSUrg,1,2,3,1,35,34,33,76,1,35,34,33,35,34.0,33,1.0,1.0,2,1,1,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
76,3,20,10,0,103,4,1,E2uFwj,3,1,2,2,36,34,32,77,3,32,36,34,36,34.0,32,2.0,2.0,4,-4,2,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
77,3,20,10,0,103,5,1,E2uFwj,3,2,1,3,36,34,32,78,1,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
78,3,20,10,0,103,6,1,E2uFwj,3,2,1,1,36,35,31,79,3,31,35,36,36,35.0,31,1.0,4.0,5,-4,-1,-5,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,5,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
79,3,20,10,0,103,7,1,E2uFwj,3,2,1,1,36,34,32,80,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
80,3,20,10,0,103,8,1,E2uFwj,1,2,3,1,37,35,30,81,1,37,35,30,37,35.0,30,2.0,5.0,7,2,5,7,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
81,3,20,10,0,103,9,1,E2uFwj,3,2,1,1,37,35,30,82,3,30,35,37,37,35.0,30,2.0,5.0,7,-5,-2,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
82,3,20,10,0,103,10,1,E2uFwj,2,3,1,1,35,33,34,83,3,33,34,35,35,34.0,33,1.0,1.0,2,-1,-1,-2,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
83,3,20,10,0,103,11,1,E2uFwj,1,3,2,1,35,34,33,84,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
84,3,20,10,0,103,12,1,E2uFwj,3,1,2,1,35,34,33,85,2,33,35,34,35,34.0,33,1.0,1.0,2,-2,1,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,2,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
85,3,20,10,0,103,13,1,E2uFwj,3,1,2,1,38,35,29,86,2,29,38,35,38,35.0,29,3.0,6.0,9,-9,3,-6,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,9,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
86,3,20,10,0,103,0,1,1PrjYe,1,2,3,1,35,34,33,87,1,35,34,33,35,34.0,33,1.0,1.0,2,1,1,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
87,3,20,10,0,103,14,1,E2uFwj,2,1,3,1,36,33,33,88,2,33,36,33,36,33.0,33,3.0,0.0,3,-3,3,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
88,3,20,10,0,103,15,1,E2uFwj,1,3,2,1,36,35,31,89,1,36,31,35,36,35.0,31,1.0,4.0,5,5,-4,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,5,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
89,3,20,10,0,103,16,1,E2uFwj,1,3,2,1,35,34,33,90,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
90,3,20,10,0,103,17,1,E2uFwj,3,2,1,1,36,34,32,91,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
91,3,20,10,0,103,18,1,E2uFwj,1,2,3,1,36,34,32,92,1,36,34,32,36,34.0,32,2.0,2.0,4,2,2,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
92,3,20,10,0,103,19,1,E2uFwj,2,1,3,1,36,34,32,93,2,34,36,32,36,34.0,32,2.0,2.0,4,-2,4,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
93,3,20,10,0,103,12,1,GdSUrg,1,3,2,1,35,34,33,94,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
94,3,20,10,0,103,13,1,GdSUrg,2,1,3,1,36,34,32,95,2,34,36,32,36,34.0,32,2.0,2.0,4,-2,4,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
95,3,20,10,0,103,0,1,GdSUrg,3,1,2,2,37,34,31,96,3,31,37,34,37,34.0,31,3.0,3.0,6,-6,3,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
96,3,20,10,0,103,14,1,GdSUrg,1,2,3,1,37,35,30,97,1,37,35,30,37,35.0,30,2.0,5.0,7,2,5,7,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
97,3,20,10,0,103,1,1,1PrjYe,1,3,2,1,35,34,33,98,1,35,33,34,35,34.0,33,1.0,1.0,2,2,-1,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
98,3,20,10,0,103,15,1,GdSUrg,3,2,1,1,36,35,31,99,3,31,35,36,36,35.0,31,1.0,4.0,5,-4,-1,-5,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,5,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
99,3,20,10,0,103,2,1,1PrjYe,3,2,1,1,36,34,32,100,3,32,34,36,36,34.0,32,2.0,2.0,4,-2,-2,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
