,NumberOfCandidates,Util1,Util2,Util3,NumVotes,GameIndexInSession,SessionIDX,VoterID,Pref1,Pref2,Pref3,Action,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,RoundIndex,Vote,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref1_pos,Pos1_pref,Pref2_pos,Pos2_pref,Pref3_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
10545,3,20,10,0,9,16,0,CgOhqv,2,1,3,2,5,2,1,10546,1,2,5,1,5,2.0,1,3.0,1.0,4,-3,4,1,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10546,3,20,10,0,9,6,0,JHY30W,1,2,3,1,8,0,0,10547,1,8,0,0,8,0.0,0,8.0,0.0,8,8,0,8,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,8,8,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10547,3,20,10,0,9,16,0,D0tt6y,2,1,3,2,4,3,1,10548,1,3,4,1,4,3.0,1,1.0,2.0,3,-1,3,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,1,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10548,3,20,10,0,9,1,0,Myb7gE,3,1,2,2,5,2,1,10549,3,1,5,2,5,2.0,1,3.0,1.0,4,-4,3,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
10549,3,20,10,0,9,7,0,1e5jyw,3,1,2,2,5,2,1,10550,3,1,5,2,5,2.0,1,3.0,1.0,4,-4,3,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
10550,3,20,10,0,9,1,0,EmwH9c,1,2,3,1,4,3,1,10551,1,4,3,1,4,3.0,1,1.0,2.0,3,1,2,3,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10551,3,20,10,0,9,7,0,JHY30W,1,2,3,1,4,4,0,10552,1,4,4,0,4,4.0,0,0.0,4.0,4,0,4,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10552,3,20,10,0,9,8,0,Wa80ln,1,3,2,1,4,3,1,10553,1,4,1,3,4,3.0,1,1.0,2.0,3,3,-2,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,3,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10553,3,20,10,0,9,15,0,4SyZ0S,1,2,3,1,8,0,0,10554,1,8,0,0,8,0.0,0,8.0,0.0,8,8,0,8,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,8,8,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10554,3,20,10,0,9,17,0,D0tt6y,2,3,1,1,6,2,0,10555,3,2,0,6,6,2.0,0,4.0,2.0,6,2,-6,-4,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,4,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10555,3,20,10,0,9,8,0,JHY30W,1,2,3,1,6,1,1,10556,1,6,1,1,6,1.0,1,5.0,0.0,5,5,0,5,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,5,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10556,3,20,10,0,9,13,0,B5G0RV,2,1,3,1,4,3,1,10557,2,3,4,1,4,3.0,1,1.0,2.0,3,-1,3,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,1,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10557,3,20,10,0,9,2,0,EmwH9c,2,1,3,2,5,2,1,10558,1,2,5,1,5,2.0,1,3.0,1.0,4,-3,4,1,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10558,3,20,10,0,9,16,0,4SyZ0S,2,1,3,2,6,2,0,10559,1,2,6,0,6,2.0,0,4.0,2.0,6,-4,6,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,4,0,6,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10559,3,20,10,0,9,18,0,D0tt6y,2,1,3,2,5,2,1,10560,1,2,5,1,5,2.0,1,3.0,1.0,4,-3,4,1,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10560,3,20,10,0,9,9,0,JHY30W,1,3,2,1,7,1,0,10561,1,7,0,1,7,1.0,0,6.0,1.0,7,7,-1,6,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,7,6,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10561,3,20,10,0,9,3,0,EmwH9c,2,1,3,2,5,3,0,10562,1,3,5,0,5,3.0,0,2.0,3.0,5,-2,5,3,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,5,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10562,3,20,10,0,9,2,0,Myb7gE,2,3,1,1,5,3,0,10563,3,3,0,5,5,3.0,0,2.0,3.0,5,3,-5,-2,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,2,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10563,3,20,10,0,9,8,0,1e5jyw,2,1,3,2,8,0,0,10564,1,0,8,0,8,0.0,0,8.0,0.0,8,-8,8,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,8,0,8,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10564,3,20,10,0,9,19,0,D0tt6y,3,1,2,2,5,3,0,10565,3,0,5,3,5,3.0,0,2.0,3.0,5,-5,2,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,5,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
10565,3,20,10,0,9,17,0,4SyZ0S,2,1,3,2,8,0,0,10566,1,0,8,0,8,0.0,0,8.0,0.0,8,-8,8,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,8,0,8,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10566,3,20,10,0,9,10,0,JHY30W,2,3,1,1,4,2,2,10567,3,2,2,4,4,2.0,2,2.0,0.0,2,0,-2,-2,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,2,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10567,3,20,10,0,9,2,0,8fQq99,3,1,2,2,5,3,0,10568,3,0,5,3,5,3.0,0,2.0,3.0,5,-5,2,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,5,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
10568,3,20,10,0,9,4,0,EmwH9c,1,3,2,1,4,4,0,10569,1,4,0,4,4,4.0,0,0.0,4.0,4,4,-4,0,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,4,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10569,3,20,10,0,9,9,0,Wa80ln,1,2,3,1,8,0,0,10570,1,8,0,0,8,0.0,0,8.0,0.0,8,8,0,8,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,8,8,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10570,3,20,10,0,9,5,0,EmwH9c,2,1,3,2,4,2,2,10571,1,2,4,2,4,2.0,2,2.0,0.0,2,-2,2,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10571,3,20,10,0,9,11,0,JHY30W,3,2,1,1,7,1,0,10572,3,0,1,7,7,1.0,0,6.0,1.0,7,-1,-6,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,6,0,1.0,1.0,2.0,-2.0,-1.0,0.0
10572,3,20,10,0,9,18,0,4SyZ0S,1,3,2,1,6,2,0,10573,1,6,0,2,6,2.0,0,4.0,2.0,6,6,-2,4,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,6,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10573,3,20,10,0,9,6,0,EmwH9c,1,2,3,1,5,3,0,10574,1,5,3,0,5,3.0,0,2.0,3.0,5,2,3,5,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10574,3,20,10,0,9,10,0,Wa80ln,2,3,1,2,8,0,0,10575,1,0,0,8,8,0.0,0,8.0,0.0,8,0,-8,-8,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,8,8,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10575,3,20,10,0,9,3,0,Myb7gE,1,2,3,1,5,2,1,10576,1,5,2,1,5,2.0,1,3.0,1.0,4,3,1,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,3,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10576,3,20,10,0,9,0,0,1vmyCZ,2,3,1,1,6,2,0,10577,3,2,0,6,6,2.0,0,4.0,2.0,6,2,-6,-4,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,4,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10577,3,20,10,0,9,12,0,JHY30W,2,1,3,2,4,2,2,10578,1,2,4,2,4,2.0,2,2.0,0.0,2,-2,2,0,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10578,3,20,10,0,9,17,0,CgOhqv,1,3,2,1,5,2,1,10579,1,5,1,2,5,2.0,1,3.0,1.0,4,4,-1,3,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,4,3,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10579,3,20,10,0,9,9,0,1e5jyw,1,2,3,1,4,4,0,10580,1,4,4,0,4,4.0,0,0.0,4.0,4,0,4,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10580,3,20,10,0,9,19,0,4SyZ0S,1,2,3,1,5,2,1,10581,1,5,2,1,5,2.0,1,3.0,1.0,4,3,1,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,3,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10581,3,20,10,0,9,7,0,EmwH9c,1,2,3,1,4,4,0,10582,1,4,4,0,4,4.0,0,0.0,4.0,4,0,4,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10582,3,20,10,0,9,13,0,JHY30W,3,1,2,2,5,2,1,10583,3,1,5,2,5,2.0,1,3.0,1.0,4,-4,3,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
10583,3,20,10,0,9,8,0,EmwH9c,1,2,3,1,4,2,2,10584,1,4,2,2,4,2.0,2,2.0,0.0,2,2,0,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10584,3,20,10,0,9,4,0,Myb7gE,2,3,1,1,5,2,1,10585,3,2,1,5,5,2.0,1,3.0,1.0,4,1,-4,-3,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,3,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10585,3,20,10,0,9,11,0,Wa80ln,2,3,1,1,5,2,1,10586,3,2,1,5,5,2.0,1,3.0,1.0,4,1,-4,-3,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,3,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10586,3,20,10,0,9,14,0,JHY30W,3,2,1,2,6,2,0,10587,2,0,2,6,6,2.0,0,4.0,2.0,6,-2,-4,-6,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,6,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
10587,3,20,10,0,9,9,0,EmwH9c,3,2,1,3,4,3,1,10588,1,1,3,4,4,3.0,1,1.0,2.0,3,-2,-1,-3,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,3,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
10588,3,20,10,0,9,10,0,1e5jyw,2,3,1,1,6,2,0,10589,3,2,0,6,6,2.0,0,4.0,2.0,6,2,-6,-4,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,4,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10589,3,20,10,0,9,14,0,B5G0RV,1,2,3,1,5,3,0,10590,1,5,3,0,5,3.0,0,2.0,3.0,5,2,3,5,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10590,3,20,10,0,9,15,0,JHY30W,3,1,2,2,6,2,0,10591,3,0,6,2,6,2.0,0,4.0,2.0,6,-6,4,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,6,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
10591,3,20,10,0,9,12,0,Wa80ln,2,3,1,1,5,3,0,10592,3,3,0,5,5,3.0,0,2.0,3.0,5,3,-5,-2,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,2,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10592,3,20,10,0,9,16,0,JHY30W,2,3,1,1,5,3,0,10593,3,3,0,5,5,3.0,0,2.0,3.0,5,3,-5,-2,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,2,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10593,3,20,10,0,9,10,0,EmwH9c,2,1,3,2,6,2,0,10594,1,2,6,0,6,2.0,0,4.0,2.0,6,-4,6,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,4,0,6,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10594,3,20,10,0,9,5,0,Myb7gE,1,2,3,1,7,1,0,10595,1,7,1,0,7,1.0,0,6.0,1.0,7,6,1,7,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,6,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10595,3,20,10,0,9,17,0,JHY30W,2,1,3,2,6,2,0,10596,1,2,6,0,6,2.0,0,4.0,2.0,6,-4,6,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,4,0,6,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10596,3,20,10,0,9,1,0,1vmyCZ,1,2,3,1,6,1,1,10597,1,6,1,1,6,1.0,1,5.0,0.0,5,5,0,5,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,5,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10597,3,20,10,0,9,11,0,EmwH9c,2,3,1,3,8,0,0,10598,2,0,0,8,8,0.0,0,8.0,0.0,8,0,-8,-8,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,8,8,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10598,3,20,10,0,9,13,0,Wa80ln,3,2,1,2,4,3,1,10599,2,1,3,4,4,3.0,1,1.0,2.0,3,-2,-1,-3,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,3,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
10599,3,20,10,0,9,18,0,JHY30W,2,1,3,2,5,2,1,10600,1,2,5,1,5,2.0,1,3.0,1.0,4,-3,4,1,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10600,3,20,10,0,9,15,0,B5G0RV,1,2,3,1,6,2,0,10601,1,6,2,0,6,2.0,0,4.0,2.0,6,4,2,6,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,4,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10601,3,20,10,0,9,11,0,1e5jyw,2,1,3,1,7,1,0,10602,2,1,7,0,7,1.0,0,6.0,1.0,7,-6,7,1,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,6,0,7,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10602,3,20,10,0,9,12,0,EmwH9c,2,3,1,3,4,2,2,10603,2,2,2,4,4,2.0,2,2.0,0.0,2,0,-2,-2,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,2,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10603,3,20,10,0,9,6,0,Myb7gE,1,3,2,1,5,3,0,10604,1,5,0,3,5,3.0,0,2.0,3.0,5,5,-3,2,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,5,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10604,3,20,10,0,9,14,0,Wa80ln,3,2,1,1,6,2,0,10605,3,0,2,6,6,2.0,0,4.0,2.0,6,-2,-4,-6,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,6,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
10605,3,20,10,0,9,19,0,JHY30W,1,3,2,1,5,3,0,10606,1,5,0,3,5,3.0,0,2.0,3.0,5,5,-3,2,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,5,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10606,3,20,10,0,9,13,0,EmwH9c,2,3,1,1,5,3,0,10607,3,3,0,5,5,3.0,0,2.0,3.0,5,3,-5,-2,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,2,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10607,3,20,10,0,9,2,0,1vmyCZ,2,3,1,1,4,2,2,10608,3,2,2,4,4,2.0,2,2.0,0.0,2,0,-2,-2,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,2,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10608,3,20,10,0,9,7,0,Myb7gE,2,3,1,1,6,2,0,10609,3,2,0,6,6,2.0,0,4.0,2.0,6,2,-6,-4,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,4,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10609,3,20,10,0,9,15,0,Wa80ln,1,2,3,1,6,2,0,10610,1,6,2,0,6,2.0,0,4.0,2.0,6,4,2,6,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,4,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10610,3,20,10,0,9,14,0,EmwH9c,1,2,3,1,5,2,1,10611,1,5,2,1,5,2.0,1,3.0,1.0,4,3,1,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,3,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10611,3,20,10,0,9,18,0,CgOhqv,2,3,1,3,5,2,1,10612,2,2,1,5,5,2.0,1,3.0,1.0,4,1,-4,-3,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,3,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10612,3,20,10,0,9,12,0,1e5jyw,2,3,1,1,5,2,1,10613,3,2,1,5,5,2.0,1,3.0,1.0,4,1,-4,-3,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,3,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10613,3,20,10,0,9,15,0,EmwH9c,3,1,2,2,4,4,0,10614,3,0,4,4,4,4.0,0,0.0,4.0,4,-4,0,-4,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,0,2.0,-1.0,1.0,-2.0,0.0,-1.0
10614,3,20,10,0,9,8,0,Myb7gE,3,2,1,2,5,2,1,10615,2,1,2,5,5,2.0,1,3.0,1.0,4,-1,-3,-4,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,4,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
10615,3,20,10,0,9,16,0,EmwH9c,3,1,2,2,5,2,1,10616,3,1,5,2,5,2.0,1,3.0,1.0,4,-4,3,-1,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,4,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
10616,3,20,10,0,9,16,0,Wa80ln,1,2,3,1,4,3,1,10617,1,4,3,1,4,3.0,1,1.0,2.0,3,1,2,3,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,1,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10617,3,20,10,0,9,3,0,1vmyCZ,1,2,3,1,4,2,2,10618,1,4,2,2,4,2.0,2,2.0,0.0,2,2,0,2,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,2,2,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10618,3,20,10,0,9,17,0,EmwH9c,2,3,1,1,4,3,1,10619,3,3,1,4,4,3.0,1,1.0,2.0,3,2,-3,-1,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,1,3,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10619,3,20,10,0,9,9,0,Myb7gE,2,3,1,2,6,1,1,10620,1,1,1,6,6,1.0,1,5.0,0.0,5,0,-5,-5,2.0,3.0,3.0,1.0,1.0,2.0,4,SLB,5,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
10620,3,20,10,0,9,17,0,Wa80ln,1,2,3,1,3,3,2,10621,1,3,3,2,3,3.0,2,0.0,1.0,1,0,1,1,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,1,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10621,3,20,10,0,9,18,0,EmwH9c,3,1,2,2,5,3,0,10622,3,0,5,3,5,3.0,0,2.0,3.0,5,-5,2,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,5,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
10622,3,20,10,0,9,3,0,8fQq99,1,2,3,2,3,3,2,10623,2,3,3,2,3,3.0,2,0.0,1.0,1,0,1,1,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,0,1,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10623,3,20,10,0,9,2,0,CgOhqv,1,3,2,1,7,1,0,10624,1,7,0,1,7,1.0,0,6.0,1.0,7,7,-1,6,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,7,6,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10624,3,20,10,0,9,4,0,1vmyCZ,1,3,2,1,3,3,2,10625,1,3,2,3,3,3.0,2,0.0,1.0,1,1,-1,0,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,1,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10625,3,20,10,0,9,19,0,EmwH9c,1,3,2,1,3,3,2,10626,1,3,2,3,3,3.0,2,0.0,1.0,1,1,-1,0,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,1,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10626,3,20,10,0,9,18,0,Wa80ln,2,1,3,2,5,3,0,10627,1,3,5,0,5,3.0,0,2.0,3.0,5,-2,5,3,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,5,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10627,3,20,10,0,9,13,0,1e5jyw,2,1,3,1,5,3,0,10628,2,3,5,0,5,3.0,0,2.0,3.0,5,-2,5,3,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,5,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10628,3,20,10,0,9,0,0,7V51mn,3,1,2,2,4,3,1,10629,3,1,4,3,4,3.0,1,1.0,2.0,3,-3,1,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,3,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
10629,3,20,10,0,9,5,0,1vmyCZ,1,3,2,1,6,2,0,10630,1,6,0,2,6,2.0,0,4.0,2.0,6,6,-2,4,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,6,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10630,3,20,10,0,9,19,0,Wa80ln,2,1,3,2,5,2,1,10631,1,2,5,1,5,2.0,1,3.0,1.0,4,-3,4,1,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,3,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10631,3,20,10,0,9,10,0,Myb7gE,2,1,3,1,5,3,0,10632,2,3,5,0,5,3.0,0,2.0,3.0,5,-2,5,3,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,2,0,5,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10632,3,20,10,0,9,0,0,GLBVBv,3,1,2,1,6,2,0,10633,2,0,6,2,6,2.0,0,4.0,2.0,6,-6,4,-2,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,6,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
10633,3,20,10,0,9,6,0,1vmyCZ,2,1,3,1,4,3,1,10634,2,3,4,1,4,3.0,1,1.0,2.0,3,-1,3,2,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,1,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10634,3,20,10,0,9,16,0,B5G0RV,2,1,3,2,7,1,0,10635,1,1,7,0,7,1.0,0,6.0,1.0,7,-6,7,1,2.0,2.0,1.0,1.0,3.0,3.0,3,WLB,6,0,7,1.0,-2.0,-1.0,-1.0,0.0,-2.0
10635,3,20,10,0,9,14,0,1e5jyw,1,3,2,1,4,3,1,10636,1,4,1,3,4,3.0,1,1.0,2.0,3,3,-2,1,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,3,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10636,3,20,10,0,9,11,0,Myb7gE,1,3,2,1,3,3,2,10637,1,3,2,3,3,3.0,2,0.0,1.0,1,1,-1,0,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,1,0,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10637,3,20,10,0,9,7,0,1vmyCZ,1,2,3,1,5,2,1,10638,1,5,2,1,5,2.0,1,3.0,1.0,4,3,1,4,1.0,1.0,2.0,2.0,3.0,3.0,1,TRT,0,3,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
10638,3,20,10,0,9,1,0,7V51mn,1,3,2,1,6,2,0,10639,1,6,0,2,6,2.0,0,4.0,2.0,6,6,-2,4,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,6,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
10639,3,20,10,0,9,12,0,Myb7gE,3,2,1,2,7,1,0,10640,2,0,1,7,7,1.0,0,6.0,1.0,7,-1,-6,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,6,0,1.0,1.0,2.0,-2.0,-1.0,0.0
10640,3,20,10,0,9,1,0,GLBVBv,3,2,1,1,7,1,0,10641,3,0,1,7,7,1.0,0,6.0,1.0,7,-1,-6,-7,3.0,3.0,2.0,2.0,1.0,1.0,6,CMP,7,6,0,1.0,1.0,2.0,-2.0,-1.0,0.0
10641,3,20,10,0,9,13,0,Myb7gE,3,1,2,2,5,3,0,10642,3,0,5,3,5,3.0,0,2.0,3.0,5,-5,2,-3,3.0,2.0,1.0,3.0,2.0,1.0,5,CMPLB,5,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
10642,3,20,10,0,9,8,0,1vmyCZ,1,3,2,1,7,1,0,10643,1,7,0,1,7,1.0,0,6.0,1.0,7,7,-1,6,1.0,1.0,3.0,3.0,2.0,2.0,2,TRT,0,7,6,-2.0,1.0,-1.0,0.0,-2.0,-1.0
