,RoundIndex,Action,Pref1,Pref2,Pref3,Scenario,Util1,Util2,Util3,NumberOfCandidates,VoterID,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,SessionIDX,Vote,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref1_pos,Pos1_pref,Pref3_pos,Pos2_pref,Pref2_pos,Pos3_pref,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
101,101,2,1,2,3,6,10,3,1,3,6_session_10.csv,3,4,5,1,2,3,4,5,5,4.0,3,1.0,1.0,2,-1,-1,-2,3.0,3.0,1.0,2.0,2.0,1.0,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
102,102,1,2,3,1,3,10,3,1,3,7_session_10.csv,3,4,5,1,2,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
103,103,2,2,3,1,3,10,3,1,3,8_session_10.csv,3,4,5,1,3,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
104,104,1,1,2,3,6,10,3,1,3,9_session_10.csv,3,4,5,1,1,3,4,5,5,4.0,3,1.0,1.0,2,-1,-1,-2,3.0,3.0,1.0,2.0,2.0,1.0,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
105,105,1,2,3,1,3,10,3,1,3,10_session_10.csv,3,4,5,1,2,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
106,106,1,2,3,1,3,10,3,1,3,11_session_10.csv,3,4,5,1,2,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
107,107,1,1,2,3,6,10,3,1,3,12_session_10.csv,3,4,5,1,1,3,4,5,5,4.0,3,1.0,1.0,2,-1,-1,-2,3.0,3.0,1.0,2.0,2.0,1.0,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
108,108,1,3,1,2,2,10,3,1,3,13_session_10.csv,3,4,5,1,3,5,3,4,5,4.0,3,1.0,1.0,2,2,-1,1,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
109,109,1,3,1,2,2,10,3,1,3,14_session_10.csv,3,4,5,1,3,5,3,4,5,4.0,3,1.0,1.0,2,2,-1,1,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
110,110,1,3,1,2,2,10,3,1,3,15_session_10.csv,3,4,5,1,3,5,3,4,5,4.0,3,1.0,1.0,2,2,-1,1,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
111,111,1,3,1,2,2,10,3,1,3,16_session_10.csv,3,4,5,1,3,5,3,4,5,4.0,3,1.0,1.0,2,2,-1,1,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
112,112,1,3,1,2,2,10,3,1,3,17_session_10.csv,3,4,5,1,3,5,3,4,5,4.0,3,1.0,1.0,2,2,-1,1,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
113,113,1,1,2,3,6,10,3,1,3,18_session_10.csv,3,4,5,1,1,3,4,5,5,4.0,3,1.0,1.0,2,-1,-1,-2,3.0,3.0,1.0,2.0,2.0,1.0,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
114,114,2,2,3,1,3,10,3,1,3,19_session_10.csv,3,4,5,1,3,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
115,115,1,2,3,1,3,10,3,1,3,20_session_10.csv,3,4,5,1,2,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
116,116,2,1,2,3,6,10,3,1,3,21_session_10.csv,3,4,5,1,2,3,4,5,5,4.0,3,1.0,1.0,2,-1,-1,-2,3.0,3.0,1.0,2.0,2.0,1.0,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
117,117,1,2,3,1,3,10,3,1,3,22_session_10.csv,3,4,5,1,2,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
118,118,1,2,3,1,3,10,3,1,3,23_session_10.csv,3,4,5,1,2,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
119,119,1,1,2,3,6,10,3,1,3,24_session_10.csv,3,4,5,1,1,3,4,5,5,4.0,3,1.0,1.0,2,-1,-1,-2,3.0,3.0,1.0,2.0,2.0,1.0,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
120,120,1,2,3,1,1,10,3,1,3,1_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
121,121,1,3,1,2,4,10,3,1,3,2_session_10.csv,2,6,4,1,3,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
122,122,1,2,3,1,1,10,3,1,3,3_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
123,123,1,1,2,3,5,10,3,1,3,4_session_10.csv,2,6,4,1,1,2,6,4,6,4.0,2,2.0,2.0,4,-4,2,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
124,124,1,2,3,1,1,10,3,1,3,5_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
125,125,1,3,1,2,4,10,3,1,3,6_session_10.csv,2,6,4,1,3,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
126,126,1,3,1,2,4,10,3,1,3,7_session_10.csv,2,6,4,1,3,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
127,127,1,2,3,1,1,10,3,1,3,8_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
128,128,1,3,1,2,4,10,3,1,3,9_session_10.csv,2,6,4,1,3,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
129,129,1,2,3,1,1,10,3,1,3,10_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
130,130,1,2,3,1,1,10,3,1,3,11_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
131,131,2,1,2,3,5,10,3,1,3,12_session_10.csv,2,6,4,1,2,2,6,4,6,4.0,2,2.0,2.0,4,-4,2,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
132,132,1,2,3,1,1,10,3,1,3,13_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
133,133,2,3,1,2,4,10,3,1,3,14_session_10.csv,2,6,4,1,1,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
134,134,1,2,3,1,1,10,3,1,3,15_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
135,135,2,1,2,3,5,10,3,1,3,16_session_10.csv,2,6,4,1,2,2,6,4,6,4.0,2,2.0,2.0,4,-4,2,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
136,136,1,2,3,1,1,10,3,1,3,17_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
137,137,1,3,1,2,4,10,3,1,3,18_session_10.csv,2,6,4,1,3,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
138,138,1,3,1,2,4,10,3,1,3,19_session_10.csv,2,6,4,1,3,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
139,139,1,2,3,1,1,10,3,1,3,20_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
140,140,1,3,1,2,4,10,3,1,3,21_session_10.csv,2,6,4,1,3,4,2,6,6,4.0,2,2.0,2.0,4,2,-4,-2,2.0,3.0,1.0,1.0,3.0,2.0,SLB,2,4,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
141,141,1,2,3,1,1,10,3,1,3,22_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
142,142,1,2,3,1,1,10,3,1,3,23_session_10.csv,2,6,4,1,2,6,4,2,6,4.0,2,2.0,2.0,4,2,2,4,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,2,4,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
143,143,2,1,2,3,5,10,3,1,3,24_session_10.csv,2,6,4,1,2,2,6,4,6,4.0,2,2.0,2.0,4,-4,2,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,4,0,2,2.0,-1.0,1.0,-2.0,0.0,-1.0
144,144,1,1,2,3,2,10,3,1,3,1_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
145,145,1,1,2,3,2,10,3,1,3,2_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
146,146,2,2,3,1,6,10,3,1,3,3_session_10.csv,7,2,3,1,3,2,3,7,7,3.0,2,4.0,1.0,5,-1,-4,-5,3.0,3.0,1.0,2.0,2.0,1.0,CMP,5,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
147,147,2,3,1,2,3,10,3,1,3,4_session_10.csv,7,2,3,1,1,3,7,2,7,3.0,2,4.0,1.0,5,-4,5,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,4,0,5,1.0,-2.0,-1.0,-1.0,0.0,-2.0
148,148,2,3,1,2,3,10,3,1,3,5_session_10.csv,7,2,3,1,1,3,7,2,7,3.0,2,4.0,1.0,5,-4,5,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,4,0,5,1.0,-2.0,-1.0,-1.0,0.0,-2.0
149,149,1,1,2,3,2,10,3,1,3,6_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
150,150,3,3,1,2,3,10,3,1,3,7_session_10.csv,7,2,3,1,2,3,7,2,7,3.0,2,4.0,1.0,5,-4,5,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,4,0,5,1.0,-2.0,-1.0,-1.0,0.0,-2.0
151,151,1,1,2,3,2,10,3,1,3,8_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
152,152,1,1,2,3,2,10,3,1,3,9_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
153,153,1,1,2,3,2,10,3,1,3,10_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
154,154,1,1,2,3,2,10,3,1,3,11_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
155,155,1,2,3,1,6,10,3,1,3,12_session_10.csv,7,2,3,1,2,2,3,7,7,3.0,2,4.0,1.0,5,-1,-4,-5,3.0,3.0,1.0,2.0,2.0,1.0,CMP,5,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
156,156,1,1,2,3,2,10,3,1,3,13_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
157,157,1,1,2,3,2,10,3,1,3,14_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
158,158,1,2,3,1,6,10,3,1,3,15_session_10.csv,7,2,3,1,2,2,3,7,7,3.0,2,4.0,1.0,5,-1,-4,-5,3.0,3.0,1.0,2.0,2.0,1.0,CMP,5,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
159,159,2,3,1,2,3,10,3,1,3,16_session_10.csv,7,2,3,1,1,3,7,2,7,3.0,2,4.0,1.0,5,-4,5,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,4,0,5,1.0,-2.0,-1.0,-1.0,0.0,-2.0
160,160,2,3,1,2,3,10,3,1,3,17_session_10.csv,7,2,3,1,1,3,7,2,7,3.0,2,4.0,1.0,5,-4,5,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,4,0,5,1.0,-2.0,-1.0,-1.0,0.0,-2.0
161,161,1,1,2,3,2,10,3,1,3,18_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
162,162,1,3,1,2,3,10,3,1,3,19_session_10.csv,7,2,3,1,3,3,7,2,7,3.0,2,4.0,1.0,5,-4,5,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,4,0,5,1.0,-2.0,-1.0,-1.0,0.0,-2.0
163,163,1,1,2,3,2,10,3,1,3,20_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
164,164,1,1,2,3,2,10,3,1,3,21_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
165,165,1,1,2,3,2,10,3,1,3,22_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
166,166,1,1,2,3,2,10,3,1,3,23_session_10.csv,7,2,3,1,1,7,2,3,7,3.0,2,4.0,1.0,5,5,-1,4,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,5,4,-2.0,1.0,-1.0,0.0,-2.0,-1.0
167,167,1,2,3,1,6,10,3,1,3,24_session_10.csv,7,2,3,1,2,2,3,7,7,3.0,2,4.0,1.0,5,-1,-4,-5,3.0,3.0,1.0,2.0,2.0,1.0,CMP,5,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
168,168,1,1,2,3,1,10,3,1,3,1_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
169,169,2,3,1,2,3,10,3,1,3,2_session_10.csv,6,3,3,1,1,3,6,3,6,3.0,3,3.0,0.0,3,-3,3,0,2.0,2.0,3.0,1.0,1.0,3.0,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
170,170,1,1,2,3,1,10,3,1,3,3_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
171,171,1,3,1,2,3,10,3,1,3,4_session_10.csv,6,3,3,1,3,3,6,3,6,3.0,3,3.0,0.0,3,-3,3,0,2.0,2.0,3.0,1.0,1.0,3.0,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
172,172,1,1,2,3,1,10,3,1,3,5_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
173,173,2,2,3,1,4,10,3,1,3,6_session_10.csv,6,3,3,1,3,3,3,6,6,3.0,3,3.0,0.0,3,0,-3,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,3,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
174,174,1,2,3,1,4,10,3,1,3,7_session_10.csv,6,3,3,1,2,3,3,6,6,3.0,3,3.0,0.0,3,0,-3,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,3,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
175,175,1,1,2,3,1,10,3,1,3,8_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
176,176,1,1,2,3,1,10,3,1,3,9_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
177,177,2,3,1,2,3,10,3,1,3,10_session_10.csv,6,3,3,1,1,3,6,3,6,3.0,3,3.0,0.0,3,-3,3,0,2.0,2.0,3.0,1.0,1.0,3.0,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
178,178,1,2,3,1,4,10,3,1,3,11_session_10.csv,6,3,3,1,2,3,3,6,6,3.0,3,3.0,0.0,3,0,-3,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,3,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
179,179,1,1,2,3,1,10,3,1,3,12_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
180,180,1,1,2,3,1,10,3,1,3,13_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
181,181,1,3,1,2,3,10,3,1,3,14_session_10.csv,6,3,3,1,3,3,6,3,6,3.0,3,3.0,0.0,3,-3,3,0,2.0,2.0,3.0,1.0,1.0,3.0,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
182,182,1,1,2,3,1,10,3,1,3,15_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
183,183,1,3,1,2,3,10,3,1,3,16_session_10.csv,6,3,3,1,3,3,6,3,6,3.0,3,3.0,0.0,3,-3,3,0,2.0,2.0,3.0,1.0,1.0,3.0,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
184,184,1,1,2,3,1,10,3,1,3,17_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
185,185,3,2,3,1,4,10,3,1,3,18_session_10.csv,6,3,3,1,1,3,3,6,6,3.0,3,3.0,0.0,3,0,-3,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,3,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
186,186,1,2,3,1,4,10,3,1,3,19_session_10.csv,6,3,3,1,2,3,3,6,6,3.0,3,3.0,0.0,3,0,-3,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,3,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
187,187,1,1,2,3,1,10,3,1,3,20_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
188,188,1,1,2,3,1,10,3,1,3,21_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
189,189,2,3,1,2,3,10,3,1,3,22_session_10.csv,6,3,3,1,1,3,6,3,6,3.0,3,3.0,0.0,3,-3,3,0,2.0,2.0,3.0,1.0,1.0,3.0,WLB,3,0,3,1.0,-2.0,-1.0,-1.0,0.0,-2.0
190,190,1,2,3,1,4,10,3,1,3,23_session_10.csv,6,3,3,1,2,3,3,6,6,3.0,3,3.0,0.0,3,0,-3,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,3,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
191,191,1,1,2,3,1,10,3,1,3,24_session_10.csv,6,3,3,1,1,6,3,3,6,3.0,3,3.0,0.0,3,3,0,3,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,3,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
192,192,1,2,3,1,2,10,3,1,3,1_session_10.csv,4,5,3,1,2,5,3,4,5,4.0,3,1.0,1.0,2,2,-1,1,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
193,193,1,1,2,3,3,10,3,1,3,2_session_10.csv,4,5,3,1,1,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
194,194,1,2,3,1,2,10,3,1,3,3_session_10.csv,4,5,3,1,2,5,3,4,5,4.0,3,1.0,1.0,2,2,-1,1,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
195,195,1,2,3,1,2,10,3,1,3,4_session_10.csv,4,5,3,1,2,5,3,4,5,4.0,3,1.0,1.0,2,2,-1,1,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,2,1,-2.0,1.0,-1.0,0.0,-2.0,-1.0
196,196,1,1,2,3,3,10,3,1,3,5_session_10.csv,4,5,3,1,1,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
197,197,2,3,1,2,6,10,3,1,3,6_session_10.csv,4,5,3,1,1,3,4,5,5,4.0,3,1.0,1.0,2,-1,-1,-2,3.0,3.0,1.0,2.0,2.0,1.0,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
198,198,2,1,2,3,3,10,3,1,3,7_session_10.csv,4,5,3,1,2,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
199,199,1,3,1,2,6,10,3,1,3,8_session_10.csv,4,5,3,1,3,3,4,5,5,4.0,3,1.0,1.0,2,-1,-1,-2,3.0,3.0,1.0,2.0,2.0,1.0,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
200,200,2,3,1,2,6,10,3,1,3,9_session_10.csv,4,5,3,1,1,3,4,5,5,4.0,3,1.0,1.0,2,-1,-1,-2,3.0,3.0,1.0,2.0,2.0,1.0,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
201,201,1,1,2,3,3,10,3,1,3,10_session_10.csv,4,5,3,1,1,4,5,3,5,4.0,3,1.0,1.0,2,-1,2,1,2.0,2.0,3.0,1.0,1.0,3.0,WLB,1,0,2,1.0,-2.0,-1.0,-1.0,0.0,-2.0
