,VoterID,Util1,Util2,Util3,Util4,NumVotes,NumberOfCandidates,Pref1,Pref2,Pref3,Pref4,VotesCand1PreVote,VotesCand2PreVote,RoundIndex,VotesCand3PreVote,VotesCand4PreVote,PointsPreVote,Vote,GameIndexInSession,SessionIDX,Action,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesPref4PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,VotesFourth_poll,GAP14_poll,GAP24_poll,GAP34_poll,GAP14_pref_poll,GAP24_pref_poll,GAP34_pref_poll,Pref1_pos,Pos1_pref,Pref3_pos,Pos2_pref,Pref4_pos,Pos3_pref,Pref2_pos,Pos4_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,GAPL4_Pref_poll,Pos12,Pos23,Pos13,Pos14,Pos24,Pos34,PosL1,PosL2,PosL3,PosL4
0,A272X64FOZFYLB,15,10,5,0,1007,4,2,4,3,1,169,481,0,192,164,15,2,1,1,1,481,164,192,169,481,192.0,169,289.0,23.0,312,317,-28,289,164,317,28.0,5,312,-5,23,1.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,4,TRT,0,317,289,312,-3.0,2.0,-1.0,-2.0,1.0,-1.0,0.0,-3.0,-1.0,-2.0
1,A272X64FOZFYLB,15,10,5,0,1007,4,3,2,4,1,216,329,1,246,215,10,2,2,1,2,246,329,215,216,329,246.0,216,83.0,30.0,113,-83,114,31,215,114,31.0,1,30,113,-1,2.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,8,WLB,83,0,114,113,1.0,-3.0,-2.0,-1.0,-2.0,1.0,-1.0,0.0,-3.0,-2.0
2,A272X64FOZFYLB,15,10,5,0,1005,4,3,1,4,2,244,272,2,245,243,0,3,3,1,1,245,244,243,272,272,245.0,244,27.0,1.0,28,1,1,2,243,29,2.0,1,-27,-28,-29,2.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,19,SLB,27,28,29,0,-1.0,-1.0,-2.0,1.0,2.0,3.0,-1.0,-2.0,-3.0,0.0
3,A272X64FOZFYLB,15,10,5,0,1007,4,4,3,1,2,236,322,3,242,206,0,3,4,1,2,206,242,236,322,322,242.0,236,80.0,6.0,86,-36,6,-30,206,116,36.0,30,-116,-80,-86,4.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,22,CMP,116,80,86,0,2.0,-1.0,1.0,3.0,1.0,2.0,-3.0,-1.0,-2.0,0.0
4,A272X64FOZFYLB,15,10,5,0,1007,4,3,2,1,4,217,330,4,248,211,10,2,5,1,2,248,330,217,211,330,248.0,217,82.0,31.0,113,-82,113,31,211,119,37.0,6,37,119,6,2.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,7,WLB,82,0,113,119,1.0,-2.0,-1.0,-2.0,-3.0,-1.0,-1.0,0.0,-2.0,-3.0
5,A272X64FOZFYLB,15,10,5,0,1006,4,2,1,3,4,238,319,5,239,209,15,2,6,1,1,319,238,239,209,319,239.0,238,80.0,1.0,81,81,-1,80,209,110,30.0,29,110,29,30,1.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,3,TRT,0,81,80,110,-2.0,1.0,-1.0,-3.0,-1.0,-2.0,0.0,-2.0,-1.0,-3.0
6,A272X64FOZFYLB,15,10,5,0,1007,4,4,2,1,3,255,265,6,262,224,10,2,7,1,2,224,265,255,262,265,262.0,255,3.0,7.0,10,-41,10,-31,224,41,38.0,31,-38,3,-7,4.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,12,WLB,41,0,10,3,3.0,-2.0,1.0,2.0,-1.0,1.0,-3.0,0.0,-2.0,-1.0
7,A272X64FOZFYLB,15,10,5,0,1007,4,3,4,1,2,243,277,7,249,237,0,3,8,1,1,249,237,243,277,277,249.0,243,28.0,6.0,34,12,-6,6,237,40,12.0,6,-28,-40,-34,2.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,20,SLB,28,40,34,0,-2.0,1.0,-1.0,1.0,3.0,2.0,-1.0,-3.0,-2.0,0.0
8,A272X64FOZFYLB,15,10,5,0,1007,4,4,1,3,2,247,266,8,253,240,0,3,9,1,3,240,247,253,266,266,253.0,247,13.0,6.0,19,-7,-6,-13,240,26,13.0,7,-26,-19,-13,4.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,24,SCMP,26,19,13,0,1.0,1.0,2.0,3.0,2.0,1.0,-3.0,-2.0,-1.0,0.0
9,A272X64FOZFYLB,15,10,5,0,1007,4,3,1,4,2,216,329,9,246,215,0,2,10,1,4,246,216,215,329,329,246.0,216,83.0,30.0,113,30,1,31,215,114,31.0,1,-83,-113,-114,2.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,19,SLB,83,113,114,0,-1.0,-1.0,-2.0,1.0,2.0,3.0,-1.0,-2.0,-3.0,0.0
10,A272X64FOZFYLB,15,10,5,0,1007,4,1,2,4,3,235,272,10,269,230,10,2,11,1,2,235,272,230,269,272,269.0,235,3.0,34.0,37,-37,42,5,230,42,39.0,5,-34,3,-39,3.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,11,WLB,37,0,42,3,2.0,-3.0,-1.0,1.0,-1.0,2.0,-2.0,0.0,-3.0,-1.0
11,A272X64FOZFYLB,15,10,5,0,1005,4,3,1,2,4,250,254,11,251,249,5,3,12,1,1,251,250,254,249,254,251.0,250,3.0,1.0,4,1,-4,-3,249,5,2.0,1,2,1,5,2.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,13,LB,3,4,0,5,-1.0,2.0,1.0,-2.0,-1.0,-3.0,-1.0,-2.0,0.0,-3.0
12,A272X64FOZFYLB,15,10,5,0,1007,4,4,1,3,2,181,464,12,185,176,0,3,13,1,3,176,181,185,464,464,185.0,181,279.0,4.0,283,-5,-4,-9,176,288,9.0,5,-288,-283,-279,4.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,24,SCMP,288,283,279,0,1.0,1.0,2.0,3.0,2.0,1.0,-3.0,-2.0,-1.0,0.0
13,A272X64FOZFYLB,15,10,5,0,1007,4,3,2,1,4,216,329,13,246,215,10,2,14,1,2,246,329,216,215,329,246.0,216,83.0,30.0,113,-83,113,30,215,114,31.0,1,31,114,1,2.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,7,WLB,83,0,113,114,1.0,-2.0,-1.0,-2.0,-3.0,-1.0,-1.0,0.0,-2.0,-3.0
14,A272X64FOZFYLB,15,10,5,0,1007,4,4,3,2,1,169,481,14,192,164,5,2,15,1,3,164,192,481,169,481,192.0,169,289.0,23.0,312,-28,-289,-317,164,317,28.0,5,-5,23,312,4.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,16,LB,317,289,0,312,2.0,1.0,3.0,1.0,-1.0,-2.0,-3.0,-1.0,0.0,-2.0
15,A272X64FOZFYLB,15,10,5,0,1006,4,1,3,4,2,245,274,15,246,240,0,1,16,1,1,245,246,240,274,274,246.0,245,28.0,1.0,29,-1,6,5,240,34,6.0,5,-29,-28,-34,3.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,21,CMP,29,28,34,0,1.0,-2.0,-1.0,2.0,1.0,3.0,-2.0,-1.0,-3.0,0.0
16,A272X64FOZFYLB,15,10,5,0,1006,4,1,2,4,3,234,270,16,268,233,10,2,17,1,2,234,270,233,268,270,268.0,234,2.0,34.0,36,-36,37,1,233,37,35.0,1,-34,2,-35,3.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,11,WLB,36,0,37,2,2.0,-3.0,-1.0,1.0,-1.0,2.0,-2.0,0.0,-3.0,-1.0
17,A272X64FOZFYLB,15,10,5,0,1007,4,3,4,2,1,216,329,17,246,215,5,3,18,1,1,246,215,329,216,329,246.0,216,83.0,30.0,113,31,-114,-83,215,114,31.0,1,30,-1,113,2.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,14,LB,83,114,0,113,-2.0,3.0,1.0,-1.0,1.0,-2.0,-1.0,-3.0,0.0,-2.0
18,A272X64FOZFYLB,15,10,5,0,1007,4,4,1,3,2,236,322,18,242,206,0,1,19,1,2,206,236,242,322,322,242.0,236,80.0,6.0,86,-30,-6,-36,206,116,36.0,30,-116,-86,-80,4.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,24,SCMP,116,86,80,0,1.0,1.0,2.0,3.0,2.0,1.0,-3.0,-2.0,-1.0,0.0
19,A272X64FOZFYLB,15,10,5,0,1006,4,3,2,4,1,234,270,19,268,233,10,3,20,1,1,268,270,233,234,270,268.0,234,2.0,34.0,36,-2,37,35,233,37,35.0,1,34,36,-1,2.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,8,WLB,2,0,37,36,1.0,-3.0,-2.0,-1.0,-2.0,1.0,-1.0,0.0,-3.0,-2.0
20,A272X64FOZFYLB,15,10,5,0,1005,4,3,2,1,4,244,272,20,245,243,10,2,21,1,2,245,272,244,243,272,245.0,244,27.0,1.0,28,-27,28,1,243,29,2.0,1,2,29,1,2.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,7,WLB,27,0,28,29,1.0,-2.0,-1.0,-2.0,-3.0,-1.0,-1.0,0.0,-2.0,-3.0
21,A23Q978GYHTPD3,15,10,5,0,1007,4,1,3,2,4,229,291,21,262,224,5,3,1,1,2,229,262,291,224,291,262.0,229,29.0,33.0,62,-33,-29,-62,224,67,38.0,5,5,38,67,3.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,15,LB,62,29,0,67,1.0,1.0,2.0,-1.0,-2.0,-3.0,-2.0,-1.0,0.0,-3.0
22,A272X64FOZFYLB,15,10,5,0,1006,4,3,4,1,2,236,270,22,269,230,7,3,22,1,1,269,230,236,270,270,269.0,236,1.0,33.0,34,39,-6,33,230,40,39.0,6,-1,-40,-34,2.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,20,SLB,1,40,34,0,-2.0,1.0,-1.0,1.0,3.0,2.0,-1.0,-3.0,-2.0,0.0
23,A272X64FOZFYLB,15,10,5,0,1006,4,4,1,2,3,236,270,23,269,230,5,4,23,1,1,230,236,270,269,270,269.0,236,1.0,33.0,34,-6,-34,-40,230,40,39.0,6,-39,-33,1,4.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,18,LB,40,34,0,1,1.0,2.0,3.0,2.0,1.0,-1.0,-3.0,-2.0,0.0,-1.0
24,A272X64FOZFYLB,15,10,5,0,1007,4,3,2,1,4,235,298,24,268,205,10,3,24,1,1,268,298,235,205,298,268.0,235,30.0,33.0,63,-30,63,33,205,93,63.0,30,63,93,30,2.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,7,WLB,30,0,63,93,1.0,-2.0,-1.0,-2.0,-3.0,-1.0,-1.0,0.0,-2.0,-3.0
25,A23Q978GYHTPD3,15,10,5,0,1007,4,2,4,3,1,255,265,25,262,224,15,3,2,1,3,265,224,262,255,265,262.0,255,3.0,7.0,10,41,-38,3,224,41,38.0,31,10,-31,7,1.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,4,TRT,0,41,3,10,-3.0,2.0,-1.0,-2.0,1.0,-1.0,0.0,-3.0,-1.0,-2.0
26,A272X64FOZFYLB,15,10,5,0,1005,4,3,4,2,1,258,260,26,259,227,10,3,25,1,1,259,227,260,258,260,259.0,258,1.0,1.0,2,32,-33,-1,227,33,32.0,31,1,-31,2,2.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,14,LB,1,33,0,2,-2.0,3.0,1.0,-1.0,1.0,-2.0,-1.0,-3.0,0.0,-2.0
27,A23Q978GYHTPD3,15,10,5,0,1006,4,1,2,3,4,229,313,27,235,228,10,2,3,1,2,229,313,235,228,313,235.0,229,78.0,6.0,84,-84,78,-6,228,85,7.0,1,1,85,7,3.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,9,WLB,84,0,78,85,2.0,-1.0,1.0,-1.0,-3.0,-2.0,-2.0,0.0,-1.0,-3.0
28,A272X64FOZFYLB,15,10,5,0,1007,4,1,2,3,4,168,479,28,192,167,10,1,26,1,1,168,479,192,167,479,192.0,168,287.0,24.0,311,-311,287,-24,167,312,25.0,1,1,312,25,3.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,9,WLB,311,0,287,312,2.0,-1.0,1.0,-1.0,-3.0,-2.0,-2.0,0.0,-1.0,-3.0
29,A23Q978GYHTPD3,15,10,5,0,1007,4,3,4,1,2,252,255,29,253,246,0,1,4,1,3,253,246,252,255,255,253.0,252,2.0,1.0,3,7,-6,1,246,9,7.0,6,-2,-9,-3,2.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,20,SLB,2,9,3,0,-2.0,1.0,-1.0,1.0,3.0,2.0,-1.0,-3.0,-2.0,0.0
30,AHBWX3WYMAB0E,15,10,5,0,1007,4,3,2,1,4,181,464,30,185,176,10,2,1,1,2,185,464,181,176,464,185.0,181,279.0,4.0,283,-279,283,4,176,288,9.0,5,9,288,5,2.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,7,WLB,279,0,283,288,1.0,-2.0,-1.0,-2.0,-3.0,-1.0,-1.0,0.0,-2.0,-3.0
31,A272X64FOZFYLB,15,10,5,0,1005,4,1,4,2,3,244,272,31,245,243,5,1,27,1,1,244,243,272,245,272,245.0,244,27.0,1.0,28,1,-29,-28,243,29,2.0,1,-1,-2,27,3.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,17,LB,28,29,0,27,-1.0,3.0,2.0,1.0,2.0,-1.0,-2.0,-3.0,0.0,-1.0
32,A23Q978GYHTPD3,15,10,5,0,1006,4,4,2,1,3,228,290,32,260,227,10,3,5,1,4,227,290,228,260,290,260.0,228,30.0,32.0,62,-63,62,-1,227,63,33.0,1,-33,30,-32,4.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,12,WLB,63,0,62,30,3.0,-2.0,1.0,2.0,-1.0,1.0,-3.0,0.0,-2.0,-1.0
33,A272X64FOZFYLB,15,10,5,0,1007,4,4,3,1,2,216,329,33,246,215,0,4,28,1,1,215,246,216,329,329,246.0,216,83.0,30.0,113,-31,30,-1,215,114,31.0,1,-114,-83,-113,4.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,22,CMP,114,83,113,0,2.0,-1.0,1.0,3.0,1.0,2.0,-3.0,-1.0,-2.0,0.0
34,A272X64FOZFYLB,15,10,5,0,1007,4,4,1,2,3,247,266,34,253,240,5,4,29,1,1,240,247,266,253,266,253.0,247,13.0,6.0,19,-7,-19,-26,240,26,13.0,7,-13,-6,13,4.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,18,LB,26,19,0,13,1.0,2.0,3.0,2.0,1.0,-1.0,-3.0,-2.0,0.0,-1.0
35,A23Q978GYHTPD3,15,10,5,0,1007,4,3,2,4,1,247,266,35,253,240,10,2,6,1,2,253,266,240,247,266,253.0,247,13.0,6.0,19,-13,26,13,240,26,13.0,7,6,19,-7,2.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,8,WLB,13,0,26,19,1.0,-3.0,-2.0,-1.0,-2.0,1.0,-1.0,0.0,-3.0,-2.0
36,AHBWX3WYMAB0E,15,10,5,0,1007,4,4,2,3,1,235,269,36,268,234,10,2,2,1,2,234,269,268,235,269,268.0,235,1.0,33.0,34,-35,1,-34,234,35,34.0,1,-1,34,33,4.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,10,WLB,35,0,1,34,3.0,-1.0,2.0,1.0,-2.0,-1.0,-3.0,0.0,-1.0,-2.0
37,A272X64FOZFYLB,15,10,5,0,1007,4,4,1,2,3,216,329,37,246,215,5,1,30,1,2,215,216,329,246,329,246.0,216,83.0,30.0,113,-1,-113,-114,215,114,31.0,1,-31,-30,83,4.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,18,LB,114,113,0,83,1.0,2.0,3.0,2.0,1.0,-1.0,-3.0,-2.0,0.0,-1.0
38,A23Q978GYHTPD3,15,10,5,0,1006,4,1,2,4,3,245,265,38,251,244,10,2,7,1,2,245,265,244,251,265,251.0,245,14.0,6.0,20,-20,21,1,244,21,7.0,1,-6,14,-7,3.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,11,WLB,20,0,21,14,2.0,-3.0,-1.0,1.0,-1.0,2.0,-2.0,0.0,-3.0,-1.0
39,A23Q978GYHTPD3,15,10,5,0,1007,4,3,2,4,1,217,330,39,248,211,10,4,8,1,3,248,330,211,217,330,248.0,217,82.0,31.0,113,-82,119,37,211,119,37.0,6,31,113,-6,2.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,8,WLB,82,0,119,113,1.0,-3.0,-2.0,-1.0,-2.0,1.0,-1.0,0.0,-3.0,-2.0
40,A272X64FOZFYLB,15,10,5,0,1006,4,4,1,2,3,256,263,40,262,224,5,1,31,1,2,224,256,263,262,263,262.0,256,1.0,6.0,7,-32,-7,-39,224,39,38.0,32,-38,-6,1,4.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,18,LB,39,7,0,1,1.0,2.0,3.0,2.0,1.0,-1.0,-3.0,-2.0,0.0,-1.0
41,A272X64FOZFYLB,15,10,5,0,1007,4,4,3,2,1,233,311,41,234,228,5,3,32,1,2,228,234,311,233,311,234.0,233,77.0,1.0,78,-6,-77,-83,228,83,6.0,5,-5,1,78,4.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,16,LB,83,77,0,78,2.0,1.0,3.0,1.0,-1.0,-2.0,-3.0,-1.0,0.0,-2.0
42,AHBWX3WYMAB0E,15,10,5,0,1006,4,2,3,1,4,250,256,42,255,244,12,3,3,1,2,256,255,250,244,256,255.0,250,1.0,5.0,6,1,5,6,244,12,11.0,6,12,11,6,1.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,1,TRT,0,1,6,12,-1.0,-1.0,-2.0,-3.0,-2.0,-1.0,0.0,-1.0,-2.0,-3.0
43,AHBWX3WYMAB0E,15,10,5,0,1007,4,2,4,1,3,247,266,43,253,240,15,3,4,1,4,266,240,247,253,266,253.0,247,13.0,6.0,19,26,-7,19,240,26,13.0,7,13,-13,-6,1.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,6,TRT,0,26,19,13,-3.0,1.0,-2.0,-1.0,2.0,1.0,0.0,-3.0,-2.0,-1.0
44,AHBWX3WYMAB0E,15,10,5,0,1007,4,1,3,2,4,216,329,44,246,215,5,2,5,1,3,216,246,329,215,329,246.0,216,83.0,30.0,113,-30,-83,-113,215,114,31.0,1,1,31,114,3.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,15,LB,113,83,0,114,1.0,1.0,2.0,-1.0,-2.0,-3.0,-2.0,-1.0,0.0,-3.0
45,AHBWX3WYMAB0E,15,10,5,0,1007,4,3,1,2,4,238,287,45,272,209,5,2,6,1,3,272,238,287,209,287,272.0,238,15.0,34.0,49,34,-49,-15,209,78,63.0,29,63,29,78,2.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,13,LB,15,49,0,78,-1.0,2.0,1.0,-2.0,-1.0,-3.0,-1.0,-2.0,0.0,-3.0
46,AHBWX3WYMAB0E,15,10,5,0,1007,4,4,3,2,1,217,330,46,248,211,5,2,7,1,3,211,248,330,217,330,248.0,217,82.0,31.0,113,-37,-82,-119,211,119,37.0,6,-6,31,113,4.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,16,LB,119,82,0,113,2.0,1.0,3.0,1.0,-1.0,-2.0,-3.0,-1.0,0.0,-2.0
47,A37JR1K53GSXZ6,15,10,5,0,1007,4,1,3,4,2,235,298,47,268,205,0,4,1,1,3,235,268,205,298,298,268.0,235,30.0,33.0,63,-33,63,30,205,93,63.0,30,-63,-30,-93,3.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,21,CMP,63,30,93,0,1.0,-2.0,-1.0,2.0,1.0,3.0,-2.0,-1.0,-3.0,0.0
48,A37JR1K53GSXZ6,15,10,5,0,1006,4,1,3,2,4,228,290,48,260,227,5,4,2,1,4,228,260,290,227,290,260.0,228,30.0,32.0,62,-32,-30,-62,227,63,33.0,1,1,33,63,3.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,15,LB,62,30,0,63,1.0,1.0,2.0,-1.0,-2.0,-3.0,-2.0,-1.0,0.0,-3.0
49,A1R3AG41BKW22B,15,10,5,0,1007,4,4,2,1,3,235,298,49,268,205,10,2,1,1,2,205,298,235,268,298,268.0,235,30.0,33.0,63,-93,63,-30,205,93,63.0,30,-63,30,-33,4.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,12,WLB,93,0,63,30,3.0,-2.0,1.0,2.0,-1.0,1.0,-3.0,0.0,-2.0,-1.0
50,A37JR1K53GSXZ6,15,10,5,0,1007,4,3,4,1,2,248,257,50,254,247,0,2,3,1,4,254,247,248,257,257,254.0,248,3.0,6.0,9,7,-1,6,247,10,7.0,1,-3,-10,-9,2.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,20,SLB,3,10,9,0,-2.0,1.0,-1.0,1.0,3.0,2.0,-1.0,-3.0,-2.0,0.0
51,A37JR1K53GSXZ6,15,10,5,0,1007,4,4,2,1,3,232,279,51,264,231,10,2,4,1,2,231,279,232,264,279,264.0,232,15.0,32.0,47,-48,47,-1,231,48,33.0,1,-33,15,-32,4.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,12,WLB,48,0,47,15,3.0,-2.0,1.0,2.0,-1.0,1.0,-3.0,0.0,-2.0,-1.0
52,A1R3AG41BKW22B,15,10,5,0,1006,4,1,2,4,3,245,274,52,246,240,10,1,2,1,1,245,274,240,246,274,246.0,245,28.0,1.0,29,-29,34,5,240,34,6.0,5,-1,28,-6,3.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,11,WLB,29,0,34,28,2.0,-3.0,-1.0,1.0,-1.0,2.0,-2.0,0.0,-3.0,-1.0
53,A37JR1K53GSXZ6,15,10,5,0,1006,4,3,1,2,4,228,290,53,260,227,5,2,5,1,3,260,228,290,227,290,260.0,228,30.0,32.0,62,32,-62,-30,227,63,33.0,1,33,1,63,2.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,13,LB,30,62,0,63,-1.0,2.0,1.0,-2.0,-1.0,-3.0,-1.0,-2.0,0.0,-3.0
54,A1R3AG41BKW22B,15,10,5,0,1005,4,3,1,4,2,250,254,54,251,249,0,1,3,1,2,251,250,249,254,254,251.0,250,3.0,1.0,4,1,1,2,249,5,2.0,1,-3,-4,-5,2.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,19,SLB,3,4,5,0,-1.0,-1.0,-2.0,1.0,2.0,3.0,-1.0,-2.0,-3.0,0.0
55,A1R3AG41BKW22B,15,10,5,0,1007,4,2,1,3,4,238,287,55,272,209,15,2,4,1,1,287,238,272,209,287,272.0,238,15.0,34.0,49,49,-34,15,209,78,63.0,29,78,29,63,1.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,3,TRT,0,49,15,78,-2.0,1.0,-1.0,-3.0,-1.0,-2.0,0.0,-2.0,-1.0,-3.0
56,A37JR1K53GSXZ6,15,10,5,0,1006,4,4,2,3,1,249,263,56,250,243,10,1,6,1,4,243,263,250,249,263,250.0,249,13.0,1.0,14,-20,13,-7,243,20,7.0,6,-6,14,1,4.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,10,WLB,20,0,13,14,3.0,-1.0,2.0,1.0,-2.0,-1.0,-3.0,0.0,-1.0,-2.0
57,A1R3AG41BKW22B,15,10,5,0,1007,4,4,2,1,3,242,277,57,276,211,10,2,5,1,2,211,277,242,276,277,276.0,242,1.0,34.0,35,-66,35,-31,211,66,65.0,31,-65,1,-34,4.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,12,WLB,66,0,35,1,3.0,-2.0,1.0,2.0,-1.0,1.0,-3.0,0.0,-2.0,-1.0
58,A37JR1K53GSXZ6,15,10,5,0,1007,4,3,2,4,1,171,489,58,196,150,10,2,7,1,2,196,489,150,171,489,196.0,171,293.0,25.0,318,-293,339,46,150,339,46.0,21,25,318,-21,2.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,8,WLB,293,0,339,318,1.0,-3.0,-2.0,-1.0,-2.0,1.0,-1.0,0.0,-3.0,-2.0
59,A1R3AG41BKW22B,15,10,5,0,1006,4,1,3,2,4,255,270,59,256,224,5,3,6,1,2,255,256,270,224,270,256.0,255,14.0,1.0,15,-1,-14,-15,224,46,32.0,31,31,32,46,3.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,15,LB,15,14,0,46,1.0,1.0,2.0,-1.0,-2.0,-3.0,-2.0,-1.0,0.0,-3.0
60,A1R3AG41BKW22B,15,10,5,0,1007,4,2,4,1,3,168,479,60,192,167,15,1,7,1,3,479,167,168,192,479,192.0,168,287.0,24.0,311,312,-1,311,167,312,25.0,1,287,-25,-24,1.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,6,TRT,0,312,311,287,-3.0,1.0,-2.0,-1.0,2.0,1.0,0.0,-3.0,-2.0,-1.0
61,A1R3AG41BKW22B,15,10,5,0,1007,4,4,3,2,1,247,266,61,253,240,5,3,8,1,2,240,253,266,247,266,253.0,247,13.0,6.0,19,-13,-13,-26,240,26,13.0,7,-7,6,19,4.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,16,LB,26,13,0,19,2.0,1.0,3.0,1.0,-1.0,-2.0,-3.0,-1.0,0.0,-2.0
62,A37JR1K53GSXZ6,15,10,5,0,1005,4,2,1,3,4,244,272,62,245,243,15,2,8,1,1,272,244,245,243,272,245.0,244,27.0,1.0,28,28,-1,27,243,29,2.0,1,29,1,2,1.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,3,TRT,0,28,27,29,-2.0,1.0,-1.0,-3.0,-1.0,-2.0,0.0,-2.0,-1.0,-3.0
63,A1R3AG41BKW22B,15,10,5,0,1006,4,1,2,3,4,186,468,63,187,164,10,2,9,1,2,186,468,187,164,468,187.0,186,281.0,1.0,282,-282,281,-1,164,304,23.0,22,22,304,23,3.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,9,WLB,282,0,281,304,2.0,-1.0,1.0,-1.0,-3.0,-2.0,-2.0,0.0,-1.0,-3.0
64,A37JR1K53GSXZ6,15,10,5,0,1006,4,4,2,1,3,256,263,64,262,224,10,4,9,1,1,224,263,256,262,263,262.0,256,1.0,6.0,7,-39,7,-32,224,39,38.0,32,-38,1,-6,4.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,12,WLB,39,0,7,1,3.0,-2.0,1.0,2.0,-1.0,1.0,-3.0,0.0,-2.0,-1.0
65,A1R3AG41BKW22B,15,10,5,0,1005,4,4,1,3,2,250,254,65,251,249,0,3,10,1,3,249,250,251,254,254,251.0,250,3.0,1.0,4,-1,-1,-2,249,5,2.0,1,-5,-4,-3,4.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,24,SCMP,5,4,3,0,1.0,1.0,2.0,3.0,2.0,1.0,-3.0,-2.0,-1.0,0.0
66,A1R3AG41BKW22B,15,10,5,0,1007,4,4,3,2,1,235,269,66,268,234,7,3,11,1,2,234,268,269,235,269,268.0,235,1.0,33.0,34,-34,-1,-35,234,35,34.0,1,-1,33,34,4.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,16,LB,35,1,0,34,2.0,1.0,3.0,1.0,-1.0,-2.0,-3.0,-1.0,0.0,-2.0
